PTM#,Final determination,genetic match/notes,Determination in the field,Qualifier,DNA location,Extra DNA Sample,Date of Extraction,PCR results,CO1,psbA,rbcL,Voucher location,BOLDNumber,GenbankNumber,Red/Coralline/Green/Brown,Country,StateProvince,Locality,Date Collected,Reproductive Status,Field Notes,Accession #,Missing accession,Habitat,Depth,Fragments available?,Latitude,Longitude,Primary Collector,Other collectors,Determined by,Determination Date,Project
1269,good sequence no match,"good sequence no match, needs reverse, matches to microcladia borealis on BLAST",Coralline crust,,Martonelab,,,,,F,,Herbarium,,,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,,"Mill Creek, CA: 
35.979736 -121.490757; collection #37; on boulder",A92176,,"lower mid, on boulder",,Yes,,,,,,,
1270,Bossiella sp.2chiloensis,,Bossiella frondifera,,Martonelab,,,,,F,,Herbarium,,,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,,collection #38; no photo,A92177,,upper mid pool,,Yes,,,,,,,
1271,Bossiella sp.2chiloensis,,Bossiella frondifera,,Martonelab,,,,,F,,Herbarium,,,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,,"collection #39, very dichotomous",A92178,,upper mid pool,,Yes,,,,,,,
1272,Bossiella plumosa,,Bossiella plumosa,,Martonelab,,,,,F,,Herbarium,,,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,,"collection #40, with mazzaella",A90756,,mid top of rock,,Yes,,,,,,,
1273,Bossiella dichotoma,,Bossiella dichotoma,,Martonelab,,,,,F,,Herbarium,,,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,,collection #41,A92179,,low surge channel,,Yes,,,,,,,
1274,Bossiella sp.2chiloensis,reverse PCR failed,Bossiella,,Martonelab,,,,,F,,Herbarium,,,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,,"collection #42, with prionitis",A92180,,upper mid pool,,Yes,,,,,,,
1275,Bossiella frondifera,reverse PCR failed,Bossiella plumosa,,Martonelab,,,,,F,,Herbarium,,,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,,"collection #43, vertical wall, by microborealis + C. vancouveriensis",A90757,,mid,,Yes,,,,,,,
1276,Bossiella plumosa,reverse PCR failed,Bossiella,,Martonelab,,,,,F,,Herbarium,,,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,,"collection #44, under phyllospadix",A90758,,not in LYB,,,,,,,,,
1277,Bossiella frondifera,,Bossiella plumosa,,Martonelab,,,,,F,,Herbarium,,,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,,collection #45,A90759,,boulder in low channel,,Yes,,,,,,,
1278,Bossiella californica/sp. 1chilo,,Bossiella,,Martonelab,,,,,F,,Herbarium,,,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,,collection #46,A92181,,boulder in low channel,,,,,,,,,
1279,Bossiella frondifera,,Bossiella,,Martonelab,,,,,F,,Herbarium,,,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,,"collection #47, under phyllo, growing on root",A90760,,not in LYB,,,,,,,,,
1280,Bossiella frondifera,,Bossiella plumosa,,Martonelab,,,,,F,,Herbarium,,,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,,collection #48,A90761,,boulder in low channel,,Yes,,,,,,,
1281,Bossiella frondifera,,Bossiella plumosa,,Martonelab,,,,,F,,Herbarium,,,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,,"collection #49, adjacent pyropia + C.vancouveriensis",A90762,,"mid, top of boulder",,Yes,,,,,,,
1282,Bossiella frondifera,,Bossiella,,Martonelab,,,,,F,,Herbarium,,,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,,"collection #50, under phyllospadix",A90763,,low,,Yes,,,,,,,
1283,Bossiella frondifera,"psbA F failed, have reverse",Bossiella,,Martonelab,,,,,R,,Herbarium,,,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,,"collection #51, growing out of crack",A92182,,"low, boulder exposed",,Yes,,,,,,,
1284,Chiharaea rhododactyla,,C. silvae,,Martonelab,,,,,F,,Herbarium,,,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,,collection #52,A92183,,low,,,,,,,,,
1285,Bossiella californica/sp. 1chilo,,Bossiella dichotoma,,Martonelab,,,,,F,,Herbarium,,,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,,"collection #53, with 54",A92184,,boulder in low channel,,,,,,,,,
1286,,psbA F failed,Bossiella frondifera,,Martonelab,,,,,R,,Herbarium,,,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,,"collection #54, with 53",A92185,,boulder in low channel,,Yes,,,,,,,
1287,Corallinac sp. 7BCcrust_Lithothamnion,match to PTM1015,Crust,,Martonelab,,,,,F,,Herbarium,,,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,,collection #12; on pebble,A92186,,on pebble,,,,,,,,,
1288,,"psbA F failed X2,",Crust,,Martonelab,,,,,,,Herbarium,,,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,,collection #13; on pebble,A92187,,on pebble,,,,,,,,,
1289,Lithophyllum grumosum,,Lithothamnion phymatodeum,,Martonelab,,,,,F,,Herbarium,,,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,,collection #14,A92188,,mid pool,,Yes,,,,,,,
1290,Lithophyllum grumosum,,Lithophyllum,,Martonelab,,,,FR,,,Herbarium,,,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,,"collection #15, large branched",A92189,,upper mid pool,,Yes,,,,,,,
1291,,"messy, needs forward and reverse,",Bossiella,,Martonelab,,,,,F,,Herbarium,,,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,,collection #16; on Phyllo. root,A92190,,"low, on phyllospadix root",,Yes,,,,,,,
1292,Lithophyllum grumosum,,Pseudolithophyllum muricatum,,Martonelab,,,,FR,,,Herbarium,,,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,,"collection #17, mottled, smooth",A92191,,not in LYB,,Yes,,,,,,,
1293,Leptophytum lamellicola,,Crust,,Martonelab,,,,,F,,Herbarium,,,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,,"collection #18, overlapping lobes",A92192,,low exposed,,Yes,,,,,,,
1294,,,Hymenena sp.,,None,,,,,,,Herbarium,,,Red,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,,vial missing; not in voucher,A92193,,"low, under phyllo, with seriate bumps at apices",,,,,,,,,
1295,,,Hymenena sp.,,None,,,,,,,Herbarium,,,Red,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,,vial missing; not in voucher,A92194,,"low, under phyllo, with tera patches",,,,,,,,,
1296,,Voucher FOUND! Needs to be accessioned with others,Hymenena sp.,,None,,,,,,,,,,Red,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,,,,Y,(#57),57,,,,,,,,
1297,,"need pic, needs PCR",Lithophyllum sp.,,Martonelab,,2015-05-06,,,,,Herbarium,,,Coralline,United States,California,"Doxbury Reef, Bolinas CA",9-Oct-2014,,on pebble,A92195,,lower mid (#1),,Yes,,,,,,,
1298,,"need pic, needs PCR",Lithophyllum sp.,,Martonelab,,2015-05-06,,,,,Herbarium,,,Coralline,United States,California,"Doxbury Reef, Bolinas CA",9-Oct-2014,,on pebble,A92196,,lower mid (#2),,Yes,,,,,,,
1299,,"need pic, 97% match Lithothamnion lemoineae in BOLD",P. muricatum,,Martonelab,,,,,,,Herbarium,,,Coralline,United States,California,"Doxbury Reef, Bolinas CA",9-Oct-2014,,on pebble,A91426,,lower mid (#3),,,,,,,,,
1300,,"need pic, needs PCR",P. whidbeyense,,Martonelab,,,,,,,Herbarium,,,Coralline,United States,California,"Doxbury Reef, Bolinas CA",9-Oct-2014,,on pebble,A91427,,lower mid (#4),,,,,,,,,
1301,,"need pic, needs PCR",P. whidbeyense,,Martonelab,,,,,,,Herbarium,,,Coralline,United States,California,"Doxbury Reef, Bolinas CA",9-Oct-2014,,on pebble,A91428,,lower mid (#5),,,,,,,,,
1302,,"need pic, needs PCR",unknown crust,,Martonelab,,,,,,,Herbarium,,,Coralline,United States,California,"Doxbury Reef, Bolinas CA",9-Oct-2014,,on pebble,A91429,,lower mid (#6),,Yes,,,,,,,
1303,,messy M13F,,,Martonelab,,2015-08-08,,,,,,,,Coralline,Chile,,"Huar Huar, Chile",24-Jan-2015,,"stranded Durvillaea; branches appear to be dirty, sample used up during extraction, ground material did not reach half 0.1 mark, no sample left over for voucher",,Y,,,,,,,,,,
1304,,moderate seq no match,,,Martonelab,Yes,2015-08-08,,,,,None,,,Coralline,Chile,,"Huar Huar, Chile",24-Jan-2015,,"Chile #D3; on stranded Durvillaea; genetic sample was dirty, branches dull pink/gray;PCR failed full strength, faint band after 1:10 dilution; no voucher, ziploc fragments",no voucher,,drift,,Yes,-41.333639999999995,-73.83118,M. Thiel,,,,
1305,,85% pseudolithophyllum sp.16muricatum on BLAST - mod seq,,,Martonelab,Yes,2015-08-08,,,,,None,,,Coralline,Chile,,"Huar Huar, Chile",24-Jan-2015,,"Chile #D4; on stranded Durvillaea, branches dull pink & white; PCR worked after 1:10 dilution; no voucher, ziploc fragments",no voucher,,drift,,Yes,-41.333639999999995,-73.83118,M. Thiel,,,,
1306,,,,,Martonelab,Yes,2015-08-08,,,,,None,,,Coralline,Chile,,"Huar Huar, Chile",24-Jan-2015,,"Chile #9; on stranded Durvillaea; dirty sample; PCR failed full strength, faint band after 1:10 dilution; no voucher, ziploc fragments",no voucher,,drift,,Yes,-41.333639999999995,-73.83118,M. Thiel,,,,
1307,,messy seq,,,Martonelab,Yes,2015-08-08,,,,,None,,,Coralline,Chile,,"Huar Huar, Chile",24-Jan-2015,,"Chile #D10; on stranded Durvillaea, dirty; faint band in PCR full strength & 1:10 dilution; no voucher, ziploc fragments",no voucher,,drift,,Yes,-41.333639999999995,-73.83118,M. Thiel,,,,
1308,,messy seq,,,Martonelab,Yes,2015-08-08,,,,,None,,,Coralline,Chile,,"Huar Huar, Chile",24-Jan-2015,,"Chile #D12; on stranded Durvillaea; branches very gray, some white; no voucher, ziploc fragments",no voucher,,drift,,Yes,-41.333639999999995,-73.83118,M. Thiel,,,,
1309,,Haliptilon squamatum 86% BLAST - mod seq,,,Martonelab,Yes,2015-08-08,,,,,None,,,Coralline,Chile,,"Huar Huar, Chile",24-Jan-2015,,"Chile #D15; on stranded Durvillaea; no voucher, ziploc fragments",no voucher,,drift,,Yes,-41.333639999999995,-73.83118,M. Thiel,,,,
1310,,85% Pseudolithophyllum sp.16muricatum BLAST- mod seq,,,Martonelab,,2015-08-08,,,,,None,,,Coralline,Chile,,"Huar Huar, Chile",24-Jan-2015,,"Chile #D17; on stranded Durvillaea; no voucher; no sample in vial (01/12/2015), nothing",no voucher,,drift,,No,-41.333639999999995,-73.83118,M. Thiel,,,,
1311,,messy seq,,,Martonelab,Yes,2015-08-08,,,,,None,,,Coralline,Chile,,"Carelmapu, Chile",28-Jan-2015,,Chile #D1; on stranded Durvillaea; PCR worked after 1:10 dilution; no voucher; ziploc fragments,no voucher,,drift,,Yes,-41.74308,-73.74260000000002,M. Thiel,,,,
1312,,95% match Corallina caespitosa BLAST,,,Martonelab,Yes,2015-08-08,,,,,None,,,Coralline,Chile,,"Carelmapu, Chile",28-Jan-2015,,"Chile #D2; on stranded Durvillaea, PCR worked after 1:10 dilution; no voucher, ziploc, ground sample aswell",no voucher,,drift,,Yes,-41.74308,-73.74260000000002,M. Thiel,,,,
1313,,messy M13F seq,,,Martonelab,Yes,2015-08-08,,,,,None,,,Coralline,Chile,,"Carelmapu, Chile",28-Jan-2015,,"Chile #D5; on stranded Durvillaea; no voucher, ziploc fragments",no voucher,,drift,,Yes,-41.74308,-73.74260000000002,M. Thiel,,,,
1314,,messy M13F seq,,,Martonelab,Yes,2015-08-08,,,,,None,,,Coralline,Chile,,"Carelmapu, Chile",28-Jan-2015,,"Chile #D6; on stranded Durvillaea; no voucher, ziploc fragments, ground sample as well",no voucher,,drift,,Yes,-41.74308,-73.74260000000002,M. Thiel,,,,
1315,,amplified bacteria contaminant 83% match to pseudomonas sp. on BLAST,,,Martonelab,,2015-08-08,,,,,None,,,Coralline,Chile,,"Carelmapu, Chile",28-Jan-2015,,"on stranded Durvillaea; no genetic sample left in vial, nothing",no voucher,,drift,,,,,,,,,
1316,,messy M13F seq,,,Martonelab,Yes,2015-08-11,,,,,None,,,Coralline,Chile,,"Carelmapu, Chile",28-Jan-2015,,"Chile #D8; stranded Durvillaea; no voucher, ziploc fragments",no voucher,,drift,,Yes,-41.74308,-73.74260000000002,M. Thiel,,,,
1317,,messy M13F seq,,,Martonelab,Yes,2015-08-11,,,,,None,,,Coralline,Chile,,"Carelmapu, Chile",28-Jan-2015,,"Chile #D9; on stranded Durvillaea, PCR worked after 1:10 dilution; no voucher; additional ground sample in vial, ziploc fragments",no voucher,,drift,,Yes,-41.74308,-73.74260000000002,M. Thiel,,,,
1318,,messy M13F seq,,,Martonelab,,2015-08-11,,,,,None,,,Coralline,Chile,,"Carelmapu, Chile",28-Jan-2015,,"stranded Durvillaea; no genetic sample left in vial, nothing",no voucher,,drift,,,,,,,,,
1319,,messy M13F seq,,,Martonelab,Yes,2015-08-11,,,,,None,,,Coralline,Chile,,"Carelmapu, Chile",28-Jan-2015,,"Chile #D11; on stranded Durvillaea; no voucher, ziploc fragments",no voucher,,drift,,Yes,-41.74308,-73.74260000000002,M. Thiel,,,,
1320,,messy M13F seq,,,Martonelab,Yes,2015-08-11,,,,,None,,,Coralline,Chile,,"Mar Brava, Chile",27-Jan-2015,,"Chile #D1; on stranded Durvillaea, PCR worked after 1:10 dilution; no voucher, ziploc fragments",no voucher,,drift,,Yes,-41.92769,-74.12042999999998,M. Thiel,,,,
1321,,,,,Martonelab,Yes,2015-08-11,,,,,None,,,Coralline,Chile,,"Mar Brava, Chile",27-Jan-2015,,"Chile #D11; on stranded Durvillaea, ground material very dirty; PCR failed full strength & 1:10 dilution; no voucher, ziploc fragments",no voucher,,drift,,Yes,-41.92769,-74.12042999999998,M. Thiel,,,,
1322,,,,,Martonelab,Yes,2015-08-11,,,,,None,,,Coralline,Chile,,"Mar Brava, Chile",27-Jan-2015,,"Chile #D12; on stranded Durvillaea, PCR failed full strength & 1:10 dilution; no voucher, ziploc fragments",no voucher,,drift,,Yes,-41.92769,-74.12042999999998,M. Thiel,,,,
1323,,messy M13F seq,,,Martonelab,Yes,2015-08-11,,,,,None,,,Coralline,Chile,,"Mar Brava, Chile",27-Jan-2015,,"Chile #D14; on stranded Durvillaea, faint band in PCR full strength & 1:10 dilution; no voucher; additional ground sample in vial; ziplox fragments",no voucher,,drift,,Yes,-41.92769,-74.12042999999998,M. Thiel,,,,
1324,,,,,Martonelab,Yes,2015-08-11,,,,,None,,,Coralline,Chile,,"Mar Brava, Chile",27-Jan-2015,,"Chile #D17; on stranded Durvillaea, PCR failed full strength & 1:10 dilution; no voucher; additional ground sample in vial; ziploc fragments",no voucher,,drift,,Yes,-41.92769,-74.12042999999998,M. Thiel,,,,
1325,Corallina sp. 1 chile,clusters with in CO1 & rbcL consensus trees (Soren),,,None,Yes,2015-08-11,,,,,None,,,Coralline,Chile,,"Cucao, Chile",26-Jan-2015,,Chile #D7; on stranded Durvillaea; no voucher; ziploc fragments,no voucher,,drift,,Yes,-42.66661000000001,-74.12074999999996,M. Thiel,,,,
1326,,messy M13F seq,,,Martonelab,,2015-08-11,,,,,,,,Coralline,Chile,,"Cucao, Chile",26-Jan-2015,,"Chile #D26; on stranded Durvillaea, PCR worked after 1:10 dilution; voucher - herbarium box; ziploc fragments",voucher - herbarium box,,drift,,Yes,-42.66661000000001,-74.12074999999996,M. Thiel,,,,
1327,,,,,Martonelab,Yes,2015-08-11,,,,,None,,,Coralline,Chile,,"Cucao, Chile",26-Jan-2015,,"Chile #D34; on stranded Durvillaea, PCR failed full strength & 1:10 dilution; no voucher; ziploc fragments",no voucher,,drift,,Yes,-42.66661000000001,-74.12074999999996,M. Thiel,,,,
1328,,messy M13F,,,Martonelab,,2015-08-11,,,,,,,,Coralline,Chile,,"Quidico-yari, Chile",30-Jan-2015,,"Chile #D2; on stranded Durvillaea; voucher - herbarium box, ziploc fragments",voucher - herbarium box,,drift,,Yes,-37.43576,-73.6009,M. Thiel,,,,
1329,,,,,Martonelab,Yes,2015-08-11,,,,,None,,,Coralline,Chile,,"Quidico-yari, Chile",30-Jan-2015,,"Chile #D3; on stranded Durvillaea, PCR failed full strength & 1:10 dilution; no voucher; ziploc fragments",no voucher,,drift,,Yes,-37.43576,-73.6009,M. Thiel,,,,
1330,,Corallina sp.4frondescens 84% BLAST - mod seq,,,Martonelab,Yes,2015-08-11,,,,,None,,,Coralline,Chile,,"Quidico-yari, Chile",30-Jan-2015,,"Chile #D6; on stranded Durvillaea, PCR worked after 1:10 dilution; no voucher; ziploc fragments",no voucher,,drift,,Yes,-37.43576,-73.6009,M. Thiel,,,,
1331,,,,,Martonelab,Yes,2015-08-11,,,,,None,,,Coralline,Chile,,"Quidico-yari, Chile",30-Jan-2015,,"Chile #D9; on stranded Durvillaea, PCR failed full strength & 1:10 dilution; no voucher; ziploc fragments",no voucher,,drift,,Yes,-37.43576,-73.6009,M. Thiel,,,,
1332,,pseudolithophyllum sp.16muricatum 86% match BLAST - mod seq,,,Martonelab,Yes,2015-08-11,,,,,None,,,Coralline,Chile,,"Quidico-yari, Chile",30-Jan-2015,,Chile #D10; on stranded Durvillaea; no voucher; ziploc fragments,no voucher,,drift,,Yes,-37.43576,-73.6009,M. Thiel,,,,
1333,,pseudolithophyllum sp.16muricatum 86% match BLAST - mod seq,,,Martonelab,Yes,2015-08-11,,,,,None,,,Coralline,Chile,,"Quidico-yari, Chile",30-Jan-2015,,Chile #D17; on stranded Durvillaea; no voucher; ziploc fragments,no voucher,,drift,,Yes,-37.43576,-73.6009,M. Thiel,,,,
1334,,messy M13F seq,,,Martonelab,Yes,2015-08-11,,,,,None,,,Coralline,Chile,,"Quidico-yari, Chile",30-Jan-2015,,Chile #D22; on stranded Durvillaea; no voucher; ziploc fragments,no voucher,,drift,,Yes,-37.43576,-73.6009,M. Thiel,,,,
1335,,,,,Martonelab,Yes,2015-08-11,,,,,None,,,Coralline,Chile,,"Pucatrihue, Chile",23-Jan-2015,,Chile #D3; on stranded Durvillaea; PCR failed full strength & 1:10 dilution; no voucher; ziploc fragments,no voucher,,drift,,Yes,-37.43576,-73.6009,M. Thiel,,,,
1336,,pseudolithophyllum sp.16muricatum 86% match BLAST - mod seq,,,Martonelab,Yes,2015-08-12,,,,,None,,,Coralline,Chile,,"Pucatrihue, Chile",23-Jan-2015,,Chile #D7; on stranded Durvillaea; no voucher; ziploc fragments,no voucher,,drift,,Yes,-40.52810000000002,-73.71645000000002,M. Thiel,,,,
1337,Corallina sp. 1 chile,per rbcL consensus trees (Soren),,,None,Yes,2015-08-12,,,,,None,,,Coralline,Chile,,"Pucatrihue, Chile",23-Jan-2015,,Chile #D9; on stranded Durvillaea; no voucher; ziploc fragments,no voucher,,drift,,Yes,-40.52810000000002,-73.71645000000002,M. Thiel,,,,
1338,,messy M13F,,,Martonelab,Yes,2015-08-12,,,,,None,,,Coralline,Chile,,"Pucatrihue, Chile",23-Jan-2015,,Chile #D14; on stranded Durvillaea; no voucher; ziploc fragments,no voucher,,drift,,Yes,-40.52810000000002,-73.71645000000002,M. Thiel,,,,
1339,,99% match to Durvillaea antarctica on BLAST amplified host,,,Martonelab,Yes,2015-08-12,,,,,None,,,Coralline,Chile,,"Pichicuy, Chile",02-Feb-2015,,"Chile #D4; on stranded Durvillaea, PCR failed full strength, faint band after 1:10 dilution; no voucher; ziploc fragments",no voucher,,drift,,Yes,-32.34254,-71.5899,M. Thiel,,,,
1340,,amplified contamination. 97% match to gammaproteobacteria on BLAST,,,Martonelab,Yes,2015-08-12,,,,,None,,,Coralline,Chile,,"Pichicuy, Chile",02-Feb-2015,,Chile #D8; on stranded Durvillaea; no voucher; ziploc fragments,no voucher,,drift,,Yes,-32.34254,-71.5899,M. Thiel,,,,
1341,,,,,Martonelab,Yes,2015-08-12,,,,,None,,,Coralline,Chile,,"Pichicuy, Chile",02-Feb-2015,,Chile #D13; on stranded Durvillaea; PCR failed full strength; no voucher; ziploc fragments,no voucher,,drift,,Yes,-32.34254,-71.5899,M. Thiel,,,,
1342,,,,,Martonelab,Yes,2015-08-12,,,,,None,,,Coralline,Chile,,"Pichicuy, Chile",02-Feb-2015,,"Chile #D14; on stranded Durvillaea, faint band in PCR full strength; no voucher; ziploc fragments",no voucher,,drift,,Yes,-32.34254,-71.5899,M. Thiel,,,,
1343,,amplified contamination. 96% match to gammaproteobacteria on BLAST,,,Martonelab,Yes,2015-08-12,,,,,None,,,Coralline,Chile,,"Pichicuy, Chile",02-Feb-2015,,Chile #D16; on stranded Durvillaea; no voucher; ziploc fragments,no voucher,,drift,,Yes,-32.34254,-71.5899,M. Thiel,,,,
1344,,messy seq,,,Martonelab,Yes,2015-08-12,,,,,None,,,Coralline,Chile,,"Pichicuy, Chile",02-Feb-2015,,Chile #D17; on stranded Durvillaea; no voucher; ziploc fragments,no voucher,,drift,,Yes,-32.34254,-71.5899,M. Thiel,,,,
1345,,messy seq,,,Martonelab,Yes,2015-08-12,,,,,None,,,Coralline,Chile,,"Pichicuy, Chile",02-Feb-2015,,Chile #D20; on stranded Durvillaea; no voucher; ziploc fragments,no voucher,,drift,,Yes,-32.34254,-71.5899,M. Thiel,,,,
1346,,amplified contamination. 99% match to gammaproteobacteria on BLAST,,,Martonelab,Yes,2015-08-12,,,,,None,,,Coralline,Chile,,"Pichicuy, Chile",02-Feb-2015,,Chile #D24; on stranded Durvillaea; no voucher; ziploc fragments,no voucher,,drift,,Yes,-32.34254,-71.5899,M. Thiel,,,,
1347,,Pseudolithophyllum sp.19muricatum 85%on BLAST - mod seq,,,Martonelab,,2015-08-12,,,,,None,,,Coralline,Chile,,"Itata Norte, Chile",20-Jan-2015,,Chile #D4; on stranded Durvillaea; no voucher; ziploc fragments,no voucher,,drift,,Yes,-36.32441,-72.83194,M. Thiel,,,,
1348,,,,,Martonelab,,2015-08-12,,,,,,,,Coralline,Chile,,"Itata Norte, Chile",20-Jan-2015,,stranded Durvillaea; no genetic sample left in vial; very faint band in PCR full strength;,,Y,drift,,,,,,,,,
1349,,Corallina sp. 4frondescens 85% on BLAST,,,Martonelab,,2015-08-12,,,,,None,,,Coralline,Chile,,"Itata Norte, Chile",20-Jan-2015,,"Chile #D11; on stranded Durvillaea; no voucher, ziploc fragments",no voucher,,drift,,Yes,-36.32441,-72.83194,M. Thiel,,,,
1350,,99.84% match to Durvillaea antarctica on BOLD amplified host,,,Martonelab,Yes,2015-08-12,,,,,None,,,Coralline,Chile,,"Quidico-tirua, Chile",29-Jan-2015,,"Chile #D2; on stranded Durvillaea; no voucher, ziploc fragments",no voucher,,drift,,Yes,-38.24516000000001,-73.89620000000002,M. Thiel,,,,
1351,,messy M13F,,,Martonelab,Yes,2015-08-12,,,,,None,,,Coralline,Chile,,"Quidico-tirua, Chile",29-Jan-2015,,"Chile #D11; on stranded Durvillaea;no voucher, ziploc fragments",no voucher,,drift,,Yes,-38.24516000000001,-73.89620000000002,M. Thiel,,,,
1352,,"no match on bold, moderate M13F seq",,,Martonelab,,2015-08-26,,,,,,,,Coralline,Chile,,"Te Ako, Easter Island, Chile",21-Nov-2014,,"crust fragments; PCR product in freezer ready to get sequenced (PCR034 tube 8A), no voucher, ziploc fragments",voucher - herbarium box,,intertidal pools with crabs,,Yes,,,,,,,
1353,,messy M13F,,,Martonelab,,2015-08-26,,,,,,,,Coralline,Chile,,"Vaihu, Easter Island, Chile",20-Nov-2014,,"8 little stones; no genetic sample left in vial, check voucher if more is needed; PCR product in freezer ready to get sequenced (PCR034 tube 1B)",voucher - herbarium box,Y,subtidal (2m),2m,,,,,,,,
1354,,messy M13F,,,Martonelab,Yes,2015-08-26,,,,,None,,,Coralline,Chile,,"Ovahe, Easter Island, Chile",16-Nov-2014,,needs voucher - check genetic vial; PCR product in freezer ready to get sequenced (PCR034 tube 2B),no voucher,,subtidal (2m),2m,Yes,,,,,,,
1355,,messy M13F,,,Martonelab,,2015-08-26,,,,,,,,Coralline,Chile,,"Ovahe, Easter Island, Chile",16-Nov-2014,,"Amphirae; PCR product in freezer ready to get sequenced (PCR034 tube 3B); voucher - herbarium box, ziploc fragments",voucher - herbarium box,,subtidal (2m),2m,Yes,,,Erasmo Macaya & Martin Thiel,,,,
1356,,messy M13F,,,Martonelab,,2015-08-26,,,,,,,,Coralline,Chile,,"Akahanga, Easter Island, Chile",16-Nov-2014,,"Haliptilon?; no genetic sample left in vial, ground material did not reach half 0.1 mark; PCR product in freezer ready to get sequenced (PCR034 tube 4B)",,Y,subtidal (2m),2m,,,,,,,,
1357,,M13F amplified bacterial DNA,,,Martonelab,,2015-08-26,,,,,,,,Coralline,Chile,,"Akahanga, Easter Island, Chile",16-Nov-2014,,"Rhodolith; PCR product in freezer ready to get sequenced (PCR034 tube 6B); voucher - herbarium box, ziploc fragments",voucher - herbarium box,,subtidal (2m),2m,Yes,,,Erasmo Macaya & Martin Thiel,,,,
1358,,M13F amplified bacterial DNA,,,Martonelab,,2015-08-26,,,,,,,,Coralline,Chile,,"Akahanga, Easter Island, Chile",16-Nov-2014,,"PCR product in freezer ready to get sequenced (PCR034 tube 5B);  voucher - herbarium box, ziploc fragments",voucher - herbarium box,,subtidal (2m),2m,Yes,,,Erasmo Macaya & Martin Thiel,,,,
1359,,messy M13F,,,Martonelab,,2015-08-26,,,,,,,,Coralline,Chile,,"Hotoiti, Easter Island, Chile",16-Nov-2014,,PCR product in freezer ready to get sequenced (PCR034 tube 7B);  voucher - herbarium box; ziploc fragments,voucher - herbarium box,,subtidal (3m),3m,Yes,,,Erasmo Macaya & Martin Thiel,,,,
1360,,messy M13F,,,Martonelab,,2015-08-26,,,,,None,,,Coralline,Chile,,"Te Ako, Easter Island, Chile",21-Nov-2014,,rhodolith completo; PCR product in freezer ready to get sequenced (PCR034 tube 8B); ziploc fragments,no voucher,,,,Yes,,,,,,,
1361,,messy M13F,,,Martonelab,,2015-08-26,,,,,,,,Coralline,Chile,,"Te Ako, Easter Island, Chile",21-Nov-2014,,rhodolith; PCR product in freezer ready to get sequenced (PCR034 tube 1C); voucher - herbarium box; ziploc fragments,voucher - herbarium box,,,,Yes,,,,,,,
1362,,messy M13F,,,Martonelab,,2015-08-26,,,,,,,,Coralline,Chile,,"Te Ako, Easter Island, Chile",21-Nov-2014,,Chile #3; rhodolith; PCR product in freezer ready to get sequenced (PCR034 tube 2C); voucher - herbarium box; ziploc fragments,voucher - herbarium box,,,,Yes,,,Erasmo Macaya & Martin Thiel,,,,
1363,,messy M13F,,,Martonelab,,2015-08-26,,,,,,,,Coralline,Chile,,"Te Ako, Easter Island, Chile",21-Nov-2014,,"Chile #4; ""1000 hojas""; PCR product in freezer ready to get sequenced (PCR034 tube 3C); voucher - herbarium box; ziploc fragments",voucher - herbarium box,,,,Yes,,,Erasmo Macaya & Martin Thiel,,,,
