PTM#,Final determination,genetic match/notes,Determination in the field,Qualifier,DNA location,Extra DNA Sample,Date of Extraction,PCR results,CO1,psbA,rbcL,Voucher location,BOLDNumber,GenbankNumber,Red/Coralline/Green/Brown,Country,StateProvince,Locality,Date Collected,Reproductive Status,Field Notes,Accession #,Missing accession,Habitat,Depth,Fragments available?,Latitude,Longitude,Primary Collector,Other collectors,Determined by,Determination Date,Project
1364,,messy M13F,,,Martonelab,,2015-08-26,,,,,,,,Coralline,Chile,,"Akahanga, Easter Island, Chile",20-Nov-2014,,Coralline head (piece); PCR product in freezer ready to get sequenced (PCR034 tube 4C); voucher - herbarium box; ziploc fragments,voucher - herbarium box,,subtidal (2m),2m,Yes,,,,,,,
1365,,messy M13F,,,Martonelab,,2015-08-27,,,,,,,,Coralline,Chile,,"Akahanga, Easter Island, Chile",20-Nov-2014,,Chile #2; Coralline head (piece); PCR product in freezer ready to get sequenced (PCR035 tube1A); voucher - herbarium box; ziploc fragments,voucher - herbarium box,,subtidal (2m),2m,Yes,,,Erasmo Macaya & Martin Thiel,,,,
1366,,messy M13F,,,Martonelab,,2015-08-27,,,,,,,,Coralline,Chile,,"Akahanga, Easter Island, Chile",20-Nov-2014,,Chile #3; Coralline head (piece); PCR product in freezer ready to get sequenced (PCR035 tube 2A); voucher - herbarium box; ziploc fragments,voucher - herbarium box,,subtidal (2m),2m,Yes,,,Erasmo Macaya & Martin Thiel,,,,
1367,,messy M13F,,,Martonelab,,2015-08-27,,,,,,,,Coralline,Chile,,"Akahanga, Easter Island, Chile",20-Nov-2014,,Chile #4; Coralline head (piece); PCR product in freezer ready to get sequenced (PCR035 tube 3A); voucher - herbarium box; ziploc fragments,voucher - herbarium box,,subtidal (2m),2m,Yes,,,Erasmo Macaya & Martin Thiel,,,,
1368,,messy M13F,,,Martonelab,,2015-08-27,,,,,,,,Coralline,Chile,,"Akahanga, Easter Island, Chile",20-Nov-2014,,Chile #5; Coralline head (piece); PCR product in freezer ready to get sequenced (PCR035 tube 4A); voucher - herbarium box; ziploc fragments,voucher - herbarium box,,subtidal (2m),2m,Yes,,,Erasmo Macaya & Martin Thiel,,,,
1369,,messy M13F,,,Martonelab,,2015-08-27,,,,,,,,Coralline,Chile,,"Akahanga, Easter Island, Chile",20-Nov-2014,,Chile #6; Coralline head (piece);PCR product in freezer ready to get sequenced (PCR035 tube 5A); voucher - herbarium box; ziploc fragments,voucher - herbarium box,,subtidal (2m),2m,Yes,,,Erasmo Macaya & Martin Thiel,,,,
1370,,messy M13F,,,Martonelab,,2015-08-27,,,,,,,,Coralline,Chile,,"Akahanga, Easter Island, Chile",20-Nov-2014,,Chile #7; Coralline head (piece); PCR product in freezer ready to get sequenced (PCR035 tube 6A); voucher - herbarium box; ziploc fragments,voucher - herbarium box,,subtidal (2m),2m,Yes,,,Erasmo Macaya & Martin Thiel,,,,
1371,,messy M13F,,,Martonelab,,2015-08-27,,,,,,,,Coralline,Chile,,"Akahanga, Easter Island, Chile",20-Nov-2014,,Chile #8; Coralline head (piece); PCR product in freezer ready to get sequenced (PCR035 tube 7A); voucher - herbarium box; ziploc fragments,voucher - herbarium box,,subtidal (2m),2m,Yes,,,Erasmo Macaya & Martin Thiel,,,,
1372,,messy M13F,,,Martonelab,,2015-08-27,,,,,,,,Coralline,Chile,,"Akahanga, Easter Island, Chile",20-Nov-2014,,Chile #9; Coralline head (piece); PCR product in freezer ready to get sequenced (PCR035 tube 8A); voucher - herbarium box; ziploc fragments,voucher - herbarium box,,subtidal (2m),2m,Yes,,,Erasmo Macaya & Martin Thiel,,,,
1373,,messy M13F,,,Martonelab,,2015-08-27,,,,,,,,Coralline,Chile,,"Vaihu, Easter Island, Chile",20-Nov-2014,,rhodolith; PCR product in freezer ready to get sequenced (PCR035 tube 1B); voucher - herbarium box; ziploc fragments,voucher - herbarium box,,subtidal (2m),2m,Yes,,,,,,,
1374,,messy M13F,,,Martonelab,Yes,2015-08-27,,,,,None,,,Coralline,Chile,,"Pucatrihue, Chile",23-Jan-2015,,benthic; PCR product in freezer ready to get sequenced (PCR035 tube 2B); only ziploc fragments,no voucher,,,,Yes,,,,,,,
1375,,"good seq, no match on bold or blast",,,Martonelab,Yes,2015-08-27,,,,,None,,,Coralline,Chile,,"Pucatrihue, Chile",23-Jan-2015,,benthic; PCR product in freezer ready to get sequenced (PCR035 tube 3B); only ziploc fragments,no voucher,,,,Yes,,,,,,,
1376,,"good seq, no match on bold or blast",,,Martonelab,Yes,2015-08-27,,,,,None,,,Coralline,Chile,,"Pucatrihue, Chile",23-Jan-2015,,benthic; PCR product in freezer ready to get sequenced (PCR035 tube 4B); only ziploc fragments,no voucher,,,,Yes,,,,,,,
1377,,"good seq, no match on bold or blast",,,Martonelab,Yes,2015-08-27,,,,,None,,,Coralline,Chile,,"Pucatrihue, Chile",23-Jan-2015,,benthic; PCR product in freezer ready to get sequenced (PCR035 tube 5B); only ziploc fragments,no voucher,,,,Yes,,,,,,,
1378,,"good seq, no match on bold or blast",,,Martonelab,Yes,2015-08-27,,,,,None,,,Coralline,Chile,,"Pucatrihue, Chile",23-Jan-2015,,benthic; PCR product in freezer ready to get sequenced (PCR035 tube 6B); only ziploc fragments,no voucher,,,,Yes,,,,,,,
1379,,"sequence match 95.42% with Bossiella
 sp. 4plumosa in BOLD",bossiella sp.,,Martonelab,Yes,2015-07-15,,,,,None,,,Coralline,Chile,,"Algarrobo, Chile",05-Feb-2015,,benthic; ziploc fragments,no voucher,,,,Yes,,,,,,,
1380,Bossiella orbigniana,sequence 100% match in BOLD,bossiella sp.,,Martonelab,Yes,2015-07-15,,,,,None,,,Coralline,Chile,,"Algarrobo, Chile",05-Feb-2015,,benthic; ziploc fragments,no voucher,,,,Yes,,,,,,,
1381,Bossiella orbigniana,sequence 100% match in BOLD,bossiella sp.,,Martonelab,Yes,2015-07-15,,,,,None,,,Coralline,Chile,,"Algarrobo, Chile",05-Feb-2015,,benthic; ziploc fragments,no voucher,,,,Yes,,,,,,,
1382,Bossiella orbigniana,sequence 100% match in BOLD,bossiella sp.,,Martonelab,Yes,2015-07-15,,,,,None,,,Coralline,Chile,,"Algarrobo, Chile",05-Feb-2015,,benthic; ziploc fragments,no voucher,,,,Yes,,,,,,,
1383,Bossiella orbigniana,sequence 100% match in BOLD,bossiella sp.,,Martonelab,Yes,2015-07-15,,,,,None,,,Coralline,Chile,,"Algarrobo, Chile",05-Feb-2015,,benthic; ziploc fragments,no voucher,,,,Yes,,,,,,,
1384,Bossiella orbigniana,sequence 100% match in BOLD,bossiella sp.,,Martonelab,Yes,2015-07-15,,,,,None,,,Coralline,Chile,,"Algarrobo, Chile",05-Feb-2015,,benthic; ziploc fragments,no voucher,,,,Yes,,,,,,,
1385,Bossiella orbigniana,sequence 100% match in BOLD,bossiella sp.,,Martonelab,Yes,2015-07-15,,,,,None,,,Coralline,Chile,,"Algarrobo, Chile",05-Feb-2015,,benthic; ziploc fragments,no voucher,,,,Yes,,,,,,,
1386,Bossiella orbigniana,sequence 100% match in BOLD,bossiella sp.,,Martonelab,Yes,2015-07-15,,,,,None,,,Coralline,Chile,,"Algarrobo, Chile",06-Feb-2015,,benthic; ziploc fragments,no voucher,,,,Yes,,,,,,,
1387,Bossiella orbigniana,sequence 100% match in BOLD,bossiella sp.,,Martonelab,Yes,2015-07-15,,,,,None,,,Coralline,Chile,,"Algarrobo, Chile",06-Feb-2015,,benthic; ziploc fragments,no voucher,,,,Yes,,,,,,,
1388,Bossiella orbigniana,sequence 100% match in BOLD,bossiella sp.,,Martonelab,Yes,2015-07-15,,,,,None,,,Coralline,Chile,,"Algarrobo, Chile",06-Feb-2015,,benthic; ziploc fragments,no voucher,,,,Yes,,,,,,,
1389,Bossiella orbigniana,sequence 100% match in BOLD,bossiella sp.,,Martonelab,Yes,2015-07-15,,,,,None,,,Coralline,Chile,,"Algarrobo, Chile",06-Feb-2015,,benthic; ziploc fragments,no voucher,,,,Yes,,,,,,,
1390,Bossiella orbigniana,sequence 100% match in BOLD,bossiella sp.,,Martonelab,Yes,2015-07-15,,,,,None,,,Coralline,Chile,,"Algarrobo, Chile",06-Feb-2015,,benthic; ziploc fragments,no voucher,,,,Yes,,,,,,,
1391,,,,,Martonelab,Yes,2015-08-27,,,,,None,,,Coralline,Chile,,"Pumillahue, Chile",27-Jan-2015,,ziploc fragments,no voucher,,,,Yes,,,,,,,
1392,,,,,Martonelab,Yes,2015-08-27,,,,,None,,,Coralline,Chile,,"Pumillahue, Chile",27-Jan-2015,,ziploc fragments,no voucher,,,,Yes,,,,,,,
1393,,95% match to corallina caespitosa on blast,,,Martonelab,,2015-08-27,,,,,,,,Coralline,Chile,,"Pumillahue, Chile",27-Jan-2015,,voucher - herbarium box; ziploc fragments; PCR product in freezer ready to get sequenced (PCR035 tube 1C),voucher - herbarium box,,,,Yes,,,,,,,
1394,,89% match to metamastophora sp. BLAST,Mastophora rosea,,Martonelab,,2015-08-12,,,,,None,,,Coralline,Taiwan,,"Kenting, Taiwan",03-May-2015,,"forming shelf-like mats, very brittle, barely adherent, video, Taiwan 30; ziploc fragments",no voucher,,8m depth,8m,Yes,,,,,,,
1395,,messy M13F,Liagora orientalis,,Martonelab,,2015-08-12,,,,,,,,Red,Taiwan,,"Nuclear Power Plant Outlet, Kenting, Taiwan",03-May-2015,,"slippery mucusy branched algae with white core, video (also with red epiphyte?); Taiwan 31; pressed onto kimwipe, did not grind properly, no genetic sample left in vial",,Y,8m,8m,,21.93191944444441,120.745047222222,,,,,
1396,,Amansia fimbrifolia 96% on BLAST,Unknown Red,,Martonelab,,2015-08-12,,,,,,,,Red,Taiwan,,"Nuclear Power Plant Outlet, Kenting, Taiwan",03-May-2015,,flower-like rosette with peltate/stripitate branching; Taiwan 32; no genetic sample left in vial,,Y,5m,5m,,21.93191944444441,120.745047222222,,,,,
1397,Sebdenia flabellata,97.97% match on BOLD,Sebdenia flabellata,,Martonelab,Yes,2015-08-12,,,,,,,,Red,Taiwan,,"Kenting, Taiwan",03-May-2015,,"Branched red, full of mucous; Taiwan 33; ziploc fragments - ground sample only",photo voucher,,"10m, base of rocks & coral near sand",10m,Yes,,,,,,,
1398,Tricleocarpa fragilis,98.26% on BOLD,Tricleocarpa fragilis,,Martonelab,,2015-08-13,,,,,,,,Red,Taiwan,,"Nuclear Power Plant Outlet, Kenting, Taiwan",03-May-2015,,Taiwan 34; voucher - herbarium box; ziploc fragments,voucher - herbarium box,,10m;base of rocks near sand;,10m,Yes,21.93191944444441,120.745047222222,,,,,
1399,,,Corallina pilulifera,,Martonelab,,2015-07-17,,,,,Herbarium,,,Coralline,Japan,,"Oshoro Bay, Oshoro Marine Station, Japan",16-May-2015,,Japan 35; ziploc fragments only,A92937,,mid-intertidal,,Yes,43.2123611111111,140.85361111111098,,,,,
1400,,Corallina sp.3frondescens 96% match on BLAST - moderate seq,Corallina pilulifera,,None,,2015-07-17,,,,,Herbarium,,,Coralline,Japan,,"Oshoro Bay, Oshoro Marine Station, Japan",16-May-2015,,Japan 36; PCR worked after 1:10 dilution; ziploc fragments,A92938,,mid intertidal,,Yes,43.2123611111111,140.85361111111098,,,,,
1401,,sequence match 96.24% with Corallina sp. 1GWS in BOLD,Corallina pilulifera,,None,,2015-07-17,,,,,Herbarium,,,Coralline,Japan,,"Oshoro Bay, Oshoro Marine Station, Japan",16-May-2015,,Japan 37; ziploc fragments,A92939,,mid intertidal,,Yes,43.2123611111111,140.85361111111098,,,,,
1402,,sequence match 96.7% with Corallina sp. 1GWS in BOLD,Corallina aberrans,,None,,2015-07-17,,,,,Herbarium,,,Coralline,Japan,,"Oshoro Bay, Oshoro Marine Station, Japan",16-May-2015,,Japan 38; ziploc fragments,A92940,,mid intertidal under saccharina,,Yes,43.2123611111111,140.85361111111098,,,,,
1403,Corallina arbuscula,sequence match 99.63% in BOLD,Corallina confusa,,Martonelab,,2015-07-17,,,,,Herbarium,,,Coralline,Japan,,"Oshoro Bay, Oshoro Marine Station, Japan",16-May-2015,,resembles C. vancouveriensis; Japan 39; ziploc fragments,A92941,,mid intertidal under saccharina,,Yes,43.2123611111111,140.85361111111098,,,,,
1404,Corallina caespitosa,sequence match 99.62% in BOLD,Corallina pilulifera,,None,,2015-07-17,,,,,Herbarium,,,Coralline,Japan,,"Oshoro Bay, Oshoro Marine Station, Japan",16-May-2015,,dense mats; Japan 40; ziploc fragments,A92942,,mid intertidal,,Yes,43.2123611111111,140.85361111111098,,,,,
1405,Corallina arbuscula,sequence match 99.15% in BOLD,Corallina officinalis,,None,,2015-07-17,,,,,Herbarium,,,Coralline,Japan,,"Oshoro Bay, Oshoro Marine Station, Japan",16-May-2015,,Japan 41; ziploc fragments,A92943,,mid intertidal,,Yes,43.2123611111111,140.85361111111098,,,,,
1406,Corallina caespitosa,sequence match 98.87% in BOLD,Corallina pilulifera,,Martonelab,,2015-07-17,,,,,Herbarium,,,Coralline,Japan,,"Oshoro Bay, Oshoro Marine Station, Japan",16-May-2015,,Japan 42; ziploc fragments,A92944,,mid intertidal,,Yes,43.2123611111111,140.85361111111098,,,,,
1407,Corallina arbuscula,sequence match 99.44% in BOLD,Corallina pilulifera,,Martonelab,,2015-07-17,,,,,Herbarium,,,Coralline,Japan,,"Oshoro Bay, Oshoro Marine Station, Japan",16-May-2015,,Japan 43; No genetic sample left in vial,A92945,,mid intertidal,,,43.2123611111111,140.85361111111098,,,,,
1408,,sequence match 96.69% with Corallina caespitosa in BOLD,Corallina officinalis,,None,,2015-07-17,,,,,Herbarium,,,Coralline,Japan,,"Oshoro Bay, Oshoro Marine Station, Japan",16-May-2015,,very fouled & impacted sediment; Japan 44; ziploc fragments,A92946,,mid intertidal,,Yes,43.2123611111111,140.85361111111098,,,,,
1409,,sequence match 96.53% with Corallina sp. 1GWS in BOLD,Corallina pilulifera,,None,,2015-07-17,,,,,Herbarium,,,Coralline,Japan,,"Oshoro Bay, Oshoro Marine Station, Japan",16-May-2015,,Japan 45; ziploc fragments - gorund sample only,A92947,,mid intertidal; under saccharina,,Yes,43.2123611111111,140.85361111111098,,,,,
1410,,sequence match 96.48% with Corallina caespitosa in BOLD,Corallina aberrans,,None,,2015-07-17,,,,,Herbarium,,,Coralline,Japan,,"Oshoro Bay, Oshoro Marine Station, Japan",16-May-2015,,Japan 46; ziploc fragments,A92948,,mid intertidal,,Yes,43.2123611111111,140.85361111111098,,,,,
1411,Corallina arbuscula,sequence match 99.35% in BOLD,Corallina pilulifera,,Martonelab,,2015-07-17,,,,,Herbarium,,,Coralline,Japan,,"oshoro Bay, Oshoro Marine Station, Japan",16-May-2015,,"photo, Japan 47",A92949,,high tidepool,,Yes,43.2123611111111,140.85361111111098,,,,,
1412,Corallina arbuscula,sequence match 99.82% in BOLD,Corallina officinalis,,Martonelab,,2015-07-17,,,,,Herbarium,,,Coralline,Japan,,"oshoro Bay, Oshoro Marine Station, Japan",16-May-2015,,Japan 48,A92950,,mid intertidal,,Yes,43.2123611111111,140.85361111111098,,,,,
1413,,"sequence match 87.97% with Corallinac
 sp. 12BCcrust in BOLD",Coralline Crust,,Martonelab,,2015-07-17,,,,,Herbarium,,,Coralline,Japan,,"oshoro Bay, Oshoro Marine Station, Japan",16-May-2015,,Japan 49; No genetic sample left in vial; ground material did not reach half 0.1 mark,A92951,,mid intertidal; crust on Anhfeltiopsis,,,43.2123611111111,140.85361111111098,,,,,
1414,,"sequence match 96.28% with Pneophyllum
 zostericola in BOLD",Melobesia sp.,,Martonelab,,2015-07-20,,,,,Herbarium,,,Coralline,Japan,,"oshoro Bay, Oshoro Marine Station, Japan",16-May-2015,,Japan 50,A92952,,low intertidal; on phyllospadix,,Yes,43.2123611111111,140.85361111111098,,,,,
1415,Corallina arbuscula,100% match on BOLD,Corallina sp.,,Martonelab,,2015-07-20,,,,,Herbarium,,,Coralline,Japan,,"Muroran, Japan",18-May-2015,,Japan 51; PCR worked after 1:10 dilution,A92953,,low intertidal,,Yes,42.3105,140.967361111111,,,,,
1416,,sequence match 97.06% with Corallina caespitosa in BOLD,Corallina officinalis,,None,,2015-07-20,,,,,Herbarium,,,Coralline,Japan,,"Muroran, Japan",18-May-2015,,Japan 52,A92954,,low intertidal,,Yes,42.3105,140.967361111111,,,,,
1417,,sequence match 96.43% with Corallina caespitosa in BOLD,Corallina officinalis,,None,,2015-07-20,,,,,Herbarium,,,Coralline,Japan,,"Muroran, Japan",18-May-2015,,Japan 53,A92955,,low intertidal,,Yes,42.3105,140.967361111111,,,,,
1418,Corallina officinalis,sequence match 100% in BOLD,"""Pachyarthron""",,Martonelab,,2015-07-20,,,,,Herbarium,,,Coralline,Japan,,"Muroran, Japan",18-May-2015,,morph of C. officinalis; Japan 54,A92956,,low intertidal,,Yes,42.3105,140.967361111111,,,,,
1419,,sequence match 92.53% with Corallina sp. 3frondescens in BOLD,Corallina sp.,,None,,2015-07-20,,,,,Herbarium,,,Coralline,Japan,,"Muroran, Japan",18-May-2015,,Japan 55,A92957,,low intertidal,,Yes,42.3105,140.967361111111,,,,,
1420,Corallina officinalis,sequence match 100% in BOLD,"""Pachyarthron""",,Martonelab,,2015-07-20,,,,,Herbarium,,,Coralline,Japan,,"Muroran, Japan",18-May-2015,,morph of C. officinalis; Japan 56,A92958,,low intertidal,,Yes,42.3105,140.967361111111,,,,,
1421,,sequence match 94.66% with Corallina sp. 3frondescens in BOLD,Corallina officinalis,,None,,2015-07-20,,,,,Herbarium,,,Coralline,Japan,,"Muroran, Japan",18-May-2015,,Japan 57,A92959,,not in colection papers,,Yes,42.3105,140.967361111111,,,,,
1422,Corallina arbuscula,sequence match 100% in BOLD,Corallina sp.,,Martonelab,,2015-07-20,,,,,Herbarium,,,Coralline,Japan,,"Muroran, Japan",18-May-2015,,photo; Japan 58; PCR worked after 1:10 dilution,A92960,,high intertidal,,Yes,42.3105,140.967361111111,,,,,
1423,Corallina arbuscula,sequence match 99.31% in BOLD,Corallina sp.,,None,,2015-07-20,,,,,Herbarium,,,Coralline,Japan,,"Muroran, Japan",18-May-2015,,Japan 59,A92961,,upper mid-intertidal,,Yes,42.3105,140.967361111111,,,,,
1424,Corallina arbuscula,sequence match 100% in BOLD,Corallina sp.,,None,,2015-07-20,,,,,Herbarium,,,Coralline,Japan,,"Muroran, Japan",18-May-2015,,Japan 60,A92962,,high tidepool,,Yes,42.3105,140.967361111111,,,,,
1425,,sequence match 95% with Lithothamnion sp. BCcrust in BOLD,Lithophyllum sp.,,Martonelab,,2015-07-20,,,,,Herbarium,,,Coralline,Japan,,"Muroran, Japan",18-May-2015,,photo on blue pants after crab; Japan 61,A92963,,low intertidal on cobble,,Yes,42.3105,140.967361111111,,,,,
1426,,sequence match 97.06% in BOLD with Lithophyllum sp.; sequence is messy,Lithophyllum sp.,,Martonelab,,2015-07-20,,,,,Herbarium,,,Coralline,Japan,,"Muroran, Japan",18-May-2015,,"photo, very bumpy, Japan 62",A92964,,low intertidal on cobble,,Yes,42.3105,140.967361111111,,,,,
1427,,messy M13F,Lithophyllum sp.,,Martonelab,,2015-07-20,,,,,Herbarium,,,Coralline,Japan,,"Muroran, Japan",18-May-2015,,"generally smooth, photo, Japan 63; PCR worked after 1:10 dilution",A92965,,mid intertidal,,Yes,42.3105,140.967361111111,,,,,
1428,,sequence match 95% with Lithothamnion sp. BCcrust in BOLD,Lithophyllum sp.,,Martonelab,,2015-07-20,,,,,Herbarium,,,Coralline,Japan,,"Muroran, Japan",18-May-2015,,"bumpy, photo, Japan 64; PCR worked after 1:10 dilution",A92966,,mid intertidal,,Yes,42.3105,140.967361111111,,,,,
1429,,sequence match 87.6% with Metagoniolithon chara in BOLD,Unknown Coraline Crust,,Martonelab,,2015-07-20,,,,,Herbarium,,,Coralline,Japan,,"Muroran, Japan",18-May-2015,,"Crust, smooth, Japan 65; no genetic sample left in vial",A92967,,on cobble,,,42.3105,140.967361111111,,,,,
1430,,sequence match 95% with Lithothamnion sp. BCcrust in BOLD,Lithophyllum sp.,,Martonelab,,2015-07-20,,,,,Herbarium,,,Coralline,Japan,,"Muroran, Japan",18-May-2015,,Japan 66,A92968,,not in colection papers,,Yes,42.3105,140.967361111111,,,,,
1431,,sequence match 87.6% with Metagoniolithon chara in BOLD,Unknown Coralline Crust,,Martonelab,,2015-07-20,,,,,Herbarium,,,Coralline,Japan,,"Muroran, Japan",18-May-2015,,"Coralline crust, ~2-3cm diameter crust, smooth, Japan 67; no genetic sample left in vial; PCR worked after 1:10 dilution",A92969,,on cobble,,,42.3105,140.967361111111,,,,,
1432,,sequence match 94.72% with Alatocladia sp.2modesta in BOLD,Alatocladia yessoensis,,Martonelab,,2015-08-13,,,,,Herbarium,,,Coralline,Japan,,"Cape Tachimachi, Hakodate, Japan",19-May-2015,,Japan 68,A92970,,low intertidal,,Yes,41.7453055555556,140.72213888888916,,,,,
1433,,sequence match 94.72% with Alatocladia sp.2modesta in BOLD,Alatocladia yessoensis,,Martonelab,,2015-08-13,,,,,Herbarium,,,Coralline,Japan,,"Cape Tachimachi, Hakodate, Japan",19-May-2015,,Japan 69,A92971,,low intertidal,,Yes,41.7453055555556,140.72213888888916,,,,,
1434,,sequence match 94.72% with Alatocladia sp.2modesta in BOLD,Alatocladia yessoensis,,Martonelab,,2015-08-13,,,,,Herbarium,,,Coralline,Japan,,"Cape Tachimachi, Hakodate, Japan",19-May-2015,,Japan 70,A92972,,low,,Yes,41.7453055555556,140.72213888888916,,,,,
1435,,sequence match 94.72% with Alatocladia sp.2modesta in BOLD,Alatocladia yessoensis,,Martonelab,,2015-08-13,,,,,Herbarium,,,Coralline,Japan,,"Cape Tachimachi, Hakodate, Japan",19-May-2015,,small morph; Japan 71,A92973,,low,,Yes,41.7453055555556,140.72213888888916,,,,,
1436,Corallina caespitosa,sequence match 99.44% in BOLD,Corallina sp.,,None,,2015-07-20,,,,,Herbarium,,,Coralline,Japan,,"Cape Tachimachi, Hakodate, Japan",19-May-2015,,Japan 72,A92974,,low,,Yes,41.7453055555556,140.72213888888916,,,,,
1437,Corallina caespitosa,sequence match 98.95% in BOLD,Corallina sp.,,Martonelab,,2015-07-20,,,,,Herbarium,,,Coralline,Japan,,"Cape Tachimachi, Hakodate, Japan",19-May-2015,,Japan 73,A92975,,lower mid pool,,Yes,41.7453055555556,140.72213888888916,,,,,
1438,Corallina caespitosa,sequence match 98.31% in BOLD,Corallina sp.,,Martonelab,,2015-07-20,,,,,Herbarium,,,Coralline,Japan,,"cape Tachimachi, Hakodate, Japan",19-May-2015,,Japan 74,A92976,,high pool,,Yes,41.7453055555556,140.72213888888916,,,,,
1439,,sequence match 94.66% with Corallina sp. 3frondescens in BOLD,Corallina sp.,,None,,2015-07-22,,,,,Herbarium,,,Coralline,Japan,,"cape Tachimachi, Hakodate, Japan",19-May-2015,,Japan 75,A92977,,mid pool,,Yes,41.7453055555556,140.72213888888916,,,,,
1440,,sequence match 96.34% with Corallina caespitosa in BOLD,Corallina sp.,,None,,2015-07-22,,,,,Herbarium,,,Coralline,Japan,,"cape Tachimachi, Hakodate, Japan",19-May-2015,,Japan 76,A92978,,mid pool,,Yes,41.7453055555556,140.72213888888916,,,,,
1441,Corallina caespitosa,sequence match 99.2% in BOLD,Corallina sp.,,Martonelab,,2015-07-22,,,,,Herbarium,,,Coralline,Japan,,"cape Tachimachi, Hakodate, Japan",19-May-2015,,"densely pached fronds, corymbose apices, Japan 77",A92979,,mid pool,,Yes,41.7453055555556,140.72213888888916,,,,,
