PTM#,Final determination,genetic match/notes,Determination in the field,Qualifier,DNA location,Extra DNA Sample,Date of Extraction,PCR results,CO1,psbA,rbcL,Voucher location,BOLDNumber,GenbankNumber,Red/Coralline/Green/Brown,Country,StateProvince,Locality,Date Collected,Reproductive Status,Field Notes,Accession #,Missing accession,Habitat,Depth,Fragments available?,Latitude,Longitude,Primary Collector,Other collectors,Determined by,Determination Date,Project
595,Bossiella sp. 1chiloensis,NA,Bossiella sp. #1 chiloensis,NA,NA,NA,2013-07-22,NA,,,FR,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt. Subtidal",27-May-2013,NA,deeply sagitate,A89916,NA,"subtidal, 7m, exposed pt.",7m,NA,NA,NA,NA,NA,NA,NA,NA
596,Callophyllis crenulata,sequence 100% match in BOLD,Callophyllus sp.,NA,NA,NA,2015-06-17,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt. Subtidal",27-May-2013,NA,"no genetic sample left in vial, ground material reached half 0.1 mark",A89917,NA,"subtidal, 12m",12m,NA,NA,NA,NA,NA,NA,NA,NA
597,Prionitis sp.2lanceolata,sequence 93.3% match in BOLD - sequence is messy but looks more similar to lanceolata than sternbergii; no other genes attempted,Prionitis sternbergii,NA,NA,Yes,2015-06-17,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt. Subtidal",27-May-2013,NA,"left over ground material in vial, ground material reached half 0.1 mark",A89918,NA,"subtidal, 7m",7m,NA,NA,NA,NA,NA,NA,NA,NA
598,Mazzaella dewreedei,sequence 100% match in BOLD,Mazzaella linearis,NA,NA,Yes,2015-06-18,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt. Subtidal",27-May-2013,NA,"15 cm !, left over ground material in vial, ground material reached half 0.1 mark",A89919,NA,"subtidal, 7m",7m,NA,NA,NA,NA,NA,NA,NA,NA
599,Johansenia macmillanii,NA,Johansenia macmillanii,NA,NA,NA,2013-07-22,NA,F,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt. Subtidal",27-May-2013,NA,NA,A89920,NA,"subtidal, 7m",7m,NA,NA,NA,NA,NA,NA,NA,NA
600,Bossiella sp. 5chiloensis,NA,Johansenia macmillanii ?,NA,NA,NA,2013-07-22,NA,F,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt. Subtidal",27-May-2013,NA,NA,A89921,NA,"subtidal, 7m",7m,NA,NA,NA,NA,NA,NA,NA,NA
601,Bossiella hakaiensis,"try get reverse psbA if we don't have it, messy CO1",Bossiella sp. #5 chiloensis,NA,NA,NA,2013-07-23,NA,,,FR,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt. Subtidal",27-May-2013,NA,NA,A89922,NA,"subtidal, 7m",7m,NA,NA,NA,NA,NA,NA,NA,NA
602,NA,"PCR failed three times, try re-extraction",Melobesia mediocris,NA,NA,NA,2013-07-23,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt. Subtidal",27-May-2013,NA,NA,A89923,NA,"subtidal, 7m",7m,NA,NA,NA,NA,NA,NA,NA,NA
603,NA,CO1 messy; no other gene attempted,Neodilsea borealis,NA,NA,Yes,2015-06-18,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Wedgeborough Pt.",28-May-2013,NA,"on small rock,left over ground material in vial, ground material reached half 0.1 mark",A89924,NA,"subtidal, 30ft",30ft,NA,NA,NA,NA,NA,NA,NA,NA
604,NA,CO1 messy; no other gene attempted,Weeksia coccinea,NA,NA,Yes,2015-06-18,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Wedgeborough Pt.",28-May-2013,NA,"left over ground material in vial, ground material reached half 0.1 mark",A89925,NA,"subtidal, 30ft",30ft,NA,NA,NA,NA,NA,NA,NA,NA
605,Opuntiella sp.2californica,sequence 100% match for both in BOLD,Opuntiella californica,NA,NA,NA,2015-06-18,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Wedgeborough Pt.",28-May-2013,NA,"ground material reached half 0.1 mark, no genetic sample left over in vial, PCR worked after 1:10 dilution",A89926,NA,"subtidal, 30ft",30ft,NA,NA,NA,NA,NA,NA,NA,NA
606,Pterothamnion villosum,sequence 92.07% with Pterothamnion villosum in BOLD,Pterothamnion villosum,NA,NA,Yes,2015-06-18,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Wedgeborough Pt.",28-May-2013,NA,"ground material reached half 0.1 mark, no genetic sample left over in vial",A89927,NA,"subtidal, 30ft; on clam siphon",30ft,NA,NA,NA,NA,NA,NA,NA,NA
607,NA,CO1 messy; no other gene attempted,Pugetia fragillisima,NA,NA,NA,2015-06-18,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Wedgeborough Pt.",28-May-2013,NA,"ground material reached half 0.1 mark, no genetic sample left over in vial, lots of silicia beads attached onto sample, PCR worked after 1:10 dilution",A89928,NA,"subtidal, 30ft",30ft,NA,NA,NA,NA,NA,NA,NA,NA
608,NA,CO1 messy; no other gene attempted,Pterothamnion heteromorphum,NA,NA,Yes,2015-06-18,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Wedgeborough Pt.",28-May-2013,NA,"ground material reached half 0.1 mark, no genetic sample left over in vial",A89929,NA,"subtidal, 30ft; on clam siphon",30ft,NA,NA,NA,NA,NA,NA,NA,NA
609,NA,CO1 messy; no other gene attempted,Pleonosporium vancouverianum,NA,NA,NA,2015-06-18,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Wedgeborough Pt.",28-May-2013,NA,"no genetic sample left in vial, ground material was very pasty",A89930,NA,"subtidal, 30ft; on clam siphon",30ft,NA,NA,NA,NA,NA,NA,NA,NA
610,NA,sequence 97.64% match with Scagelia pylaisaei in BOLD,Scagelia occidentale,NA,NA,NA,2015-06-18,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Wedgeborough Pt.",28-May-2013,NA,"ground material reached half 0.1 mark, no genetic sample left over in vial",A89931,NA,"subtidal, 30ft; on clam siphon",30ft,NA,NA,NA,NA,NA,NA,NA,NA
611,Bossiella orbigniana,NA,Bossiella orbigniana,NA,NA,NA,2013-07-23,NA,F,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Wedgeborough Pt.",28-May-2013,NA,NA,A89932,NA,"subtidal, 6m",6m,NA,NA,NA,NA,NA,NA,NA,NA
612,NA,CO1 messy; no other gene attempted,Gelidium purpurascens,NA,NA,NA,2015-06-18,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Wedgeborough Pt.",28-May-2013,NA,"no genetic sample left in vial, ground material reached half 0.1 mark",A89933,NA,"subtidal, 6m",6m,NA,NA,NA,NA,NA,NA,NA,NA
613,Dictyosiphon sp. 4GWS,sequence match 100% in BOLD; sp.4GWS is sister to a clade containing Asperococcus spp. And also Haplogloia spp.  Not sure why Gary placed this species in Dictyosiphon as it is more closely related to Haplogloia (or Asperococcus).  Regardless it is a distinct species.,Haplogloia andersonii,NA,NA,NA,2015-06-23,NA,,,,Herbarium,NA,NA,Brown,Canada,British Columbia,"Hakai,  Wedgeborough Pt.",28-May-2013,NA,"unilocular sporangia present, sample was very attached to kimwipe, which was difficult to separate, some kimwipe in ground material, PCR worked after 1:40 dilution",A89934,NA,"subtidal, 6m; on clam shell",6m,NA,NA,NA,NA,NA,NA,NA,NA
614,Neodilsea borealis,sequence 91.01% match with Neodilsea borealis in BOLD,Neodilsea borealis,NA,NA,Yes,2015-06-19,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Wedgeborough Pt.",28-May-2013,NA,"on cobble, in sand, left over ground material in vial, ground material reached half 0.1 mark, lots of silicia beads attached onto sample",A89935,NA,"subtidal, 6m",6m,NA,NA,NA,NA,NA,NA,NA,NA
615,NA,vial not in Martone lab - check with Sandra?; not extracted,Cladophora sericea,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Green,Canada,British Columbia,"Hakai,  Wedgeborough Pt.",28-May-2013,NA,drift,A89936,NA,"subtidal, 3m; drift",3m,NA,NA,NA,NA,NA,NA,NA,NA
616,Ptilota tenuis,sequence 99.77% match in BOLD,Ptilota tenuis,NA,NA,Yes,2015-06-19,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Wedgeborough Pt.",28-May-2013,NA,"left over ground material in vial, ground material reached half 0.1 mark",A89937,NA,"subtidal, 3m; on rock",3m,NA,NA,NA,NA,NA,NA,NA,NA
617,NA,CO1 messy; no other gene attempted,Polysiphonia pacifica,NA,NA,Yes,2015-06-19,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Wedgeborough Pt.",28-May-2013,NA,"left over ground material in vial, ground material reached half 0.1 mark, PCR worked after 1:10 dilution",A89938,NA,"subtidal, 3m",3m,NA,NA,NA,NA,NA,NA,NA,NA
618,Pseudolithophyllum sp. 1whidbeyense,"need reverse; re-PCR failed, PCR CO1 failed",Pseudolithophyllum whidbeyense,NA,NA,Yes,2013-10-01,NA,,,,Herbarium,NA,NA,Coralline,NA,NA,Botany Bay,19-Sep-2013,NA,unknown life stage - assumed gamet,A89693,NA,"low intertidal, on rock",NA,NA,NA,NA,NA,NA,NA,NA,NA
619,NA,"PCR failed twice, PCR failed with re-extracted DNA",Pseudolithophyllum whidbeyense,NA,NA,Yes,2013-10-01,NA,,,,Herbarium,NA,NA,Coralline,NA,NA,Botany Bay,19-Sep-2013,NA,unknown life stage - assumed gamet,A89694,NA,"low intertidal, on rock",NA,NA,NA,NA,NA,NA,NA,NA,NA
620,Johansenia macmillanii,NA,Johansenia macmillanii,NA,NA,Yes,2013-10-01,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,Botany Bay,19-Sep-2013,NA,bisporangial - accidently lost flow file,A89695,NA,"low intertidal, pool",NA,NA,NA,NA,NA,NA,NA,NA,NA
621,Johansenia macmillanii,NA,Johansenia macmillanii,NA,NA,NA,2013-10-01,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,Botany Bay,19-Sep-2013,NA,male,A89696,NA,"low intertidal, pool",NA,NA,NA,NA,NA,NA,NA,NA,NA
622,NA,PCR failed twice; PCR with re-extracted DNA failed,Coralline crust,NA,NA,Yes,2013-10-01,NA,,,,Herbarium,NA,NA,Coralline,NA,NA,Botany Bay,19-Sep-2013,NA,unknown life stage,A89954,NA,"low intertidal, surge channel",NA,NA,NA,NA,NA,NA,NA,NA,NA
623,Chiharaea silvae,NA,Chiharaea silvae,NA,NA,Yes,2013-10-01,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,Botany Bay,19-Sep-2013,NA,male?,A89955,NA,low pool,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,Bossiella plumosa,for phylogeny,Bossiella plumosa?,NA,NA,NA,2013-10-01,NA,FR,,FR,Herbarium,NA,NA,Coralline,NA,NA,Botany Bay,19-Sep-2013,NA,bisporangial,A89956,NA,low pool,NA,Yes,NA,NA,NA,NA,NA,NA,NA
625,Chiharaea silvae,NA,Chiharaea silvae,NA,NA,Yes,2013-10-01,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,Botany Bay,19-Sep-2013,NA,male gametophyte,A89957,NA,low pool,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,Chiharaea silvae,"Messy seq, need rev, most likely C. silvae crust?",Pseudolithophyllum whidbeyense,NA,NA,Yes,2013-10-01,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,Botany Bay,19-Sep-2013,NA,bisporangial,A89958,NA,low surge channel,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,Pseudolithophyllum sp.19muricatum,"Messy seq, need rev",Pseudolithophyllum muricatum,NA,NA,Yes,2013-10-01,NA,,,,Herbarium,NA,NA,Coralline,NA,NA,Botany Bay,19-Sep-2013,NA,unknown life stage,A89959,NA,low pool,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,Johansenia macmillanii,NA,Johansenia sp. ?,NA,NA,Yes,2013-10-01,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,Botany Bay,19-Sep-2013,NA,assumed male because axial conceptacles observed macroscopically,A89960,NA,low pool,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,Corallina sp. 1frondescens,NA,Corallina officinalis,NA,NA,Yes,2013-10-01,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,Botany Bay,19-Sep-2013,NA,recorded as bisporangial - but photo looks like a female,A89961,NA,mid pool,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,Lithothamnion phymatodeum,NA,Lithothamnion phymatodeum,NA,NA,Yes,2013-10-01,NA,,F,,Herbarium,NA,NA,NA,NA,NA,Botany Bay,19-Sep-2013,NA,unknown life stage,A89962,NA,low surge,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,Pseudolithophyllum sp.19muricatum,for phylogeny,Pseudolithophyllum whidbeyense,NA,NA,Yes,2013-10-01,NA,FR,F,FR,Herbarium,NA,NA,Coralline,NA,NA,Botany Bay,19-Sep-2013,NA,appears tetrasporangial,A89963,NA,low surge,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,Neopolyporolithon reclinatum,need rev,Clathromorphum sp.,NA,NA,Yes,2013-10-01,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,Botany Bay,19-Sep-2013,NA,tetrasporangial,A89964,NA,low pool,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,Pseudolithophyllum sp. 19muricatum,rbcL and psbA reverse,Pseudolithophyllum whidbeyense,NA,NA,NA,2013-10-01,NA,,,,Herbarium,NA,NA,Coralline,NA,NA,Botany Bay,19-Sep-2013,NA,vegetative,A89965,NA,low surge,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,Bossiella plumosa,for phylogeny?,Bossiella plumosa ?,NA,NA,Yes,2013-10-01,NA,FR,,FR,Herbarium,NA,NA,Coralline,NA,NA,Botany Bay,19-Sep-2013,NA,bisporangial,A89966,NA,low surge,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,Bossiella plumosa,NA,Bossiella plumosa ?,NA,NA,Yes,2013-10-01,NA,F,,,Herbarium,NA,NA,Coralline,NA,NA,Botany Bay,19-Sep-2013,NA,bisporangial,A89967,NA,low surge,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,Bossiella reptans,try rbcl,Bossiella reptans,NA,NA,NA,2013-10-01,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,Botany Bay,19-Sep-2013,NA,tetrasporangial,A89968,NA,low surge,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,Johansenia macmillanii,NA,Bossiella frondifera ?,NA,NA,Yes,2013-10-01,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,Botany Bay,19-Sep-2013,NA,gameteophyte,A89969,NA,low surge,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,NA,for RNA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Bluestone Point, Bamfield",6-Oct-2013,NA,RNA sequence collected,A89970,NA,mid intertidal pools,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,NA,for RNA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Bluestone Point, Bamfield",6-Oct-2013,NA,conceptacles in tube A,A89971,NA,mid pools,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,NA,for RNA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Bluestone Point, Bamfield",6-Oct-2013,NA,for RNA,A89972,NA,mid pools,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,NA,for RNA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Bluestone Point, Bamfield",6-Oct-2013,NA,for RNA,A89973,NA,mid pools,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,NA,for RNA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Bluestone Point, Bamfield",6-Oct-2013,NA,for RNA,A89974,NA,mid pools,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,NA,for RNA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Bluestone Point, Bamfield",6-Oct-2013,NA,for RNA,A89975,NA,mid pools,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,NA,for RNA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Bluestone Point, Bamfield",6-Oct-2013,NA,for RNA,A89976,NA,mid pools,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,NA,for RNA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Bluestone Point, Bamfield",6-Oct-2013,NA,for RNA,A89977,NA,mid pools,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,NA,for RNA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Bluestone Point, Bamfield",6-Oct-2013,NA,for RNA,A89978,NA,mid pools,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,NA,for RNA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Bluestone Point, Bamfield",6-Oct-2013,NA,for RNA,A89979,NA,mid pools,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,NA,for RNA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Bluestone Point, Bamfield",6-Oct-2013,NA,for RNA,A89980,NA,mid pools,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,NA,for RNA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Bluestone Point, Bamfield",6-Oct-2013,NA,for RNA,A89981,NA,mid pools,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,NA,for RNA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Bluestone Point, Bamfield",6-Oct-2013,NA,for RNA,A89982,NA,mid pools,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,NA,for RNA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Bluestone Point, Bamfield",6-Oct-2013,NA,for RNA,A89983,NA,mid pools,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,NA,for RNA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Bluestone Point, Bamfield",6-Oct-2013,NA,for RNA,A89984,NA,mid pools,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,NA,for RNA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Bluestone Point, Bamfield",6-Oct-2013,NA,for RNA,A89985,NA,mid pools,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,NA,for RNA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Bluestone Point, Bamfield",6-Oct-2013,NA,for RNA,A89986,NA,mid pools,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,NA,for RNA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Bluestone Point, Bamfield",6-Oct-2013,NA,for RNA,A89987,NA,mid pools,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,NA,for RNA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Bluestone Point, Bamfield",6-Oct-2013,NA,for RNA,A89988,NA,mid pools,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,NA,for RNA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Bluestone Point, Bamfield",6-Oct-2013,NA,for RNA,A89989,NA,mid pools,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,NA,for RNA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Bluestone Point, Bamfield",6-Oct-2013,NA,for RNA,A89990,NA,mid pools,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,NA,no  more DNA,Bossiella dichotoma,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai, North Beach Boulders",27-May-2013,NA,"was PTM 515b, however no accession, new #",A89991,NA,"mid intertidal, on rock",NA,NA,NA,NA,NA,NA,NA,NA,NA
660,Corsp2TAS_Arthrocardia,match to GWS022470Corsp2TAS_Arthrocardia,Corallina caespitosa,NA,NA,Yes,NA,NA,,F,,Herbarium,NA,NA,Coralline,Australia,NA,"Clovelly Beach, Australia",26-May-2012,NA,from Jan Slapeta,A89992,NA,no info given,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,Amphsp1TAS,match to GWS016546Amphsp1TAS,Corallina caespitosa,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,Australia,NA,"Clovelly Beach, Australia",26-May-2012,NA,from Jan Slapeta,A89993,NA,no info given,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,GWS Amphsp1TAS.. corallina caespitosa????,match to GWS016546Amphsp1TAS - needs forward,Amphiroa sp.,NA,NA,Yes,NA,NA,,R,,Herbarium,NA,NA,Coralline,Australia,NA,"Clovelly Beach, Australia",26-May-2012,NA,from Jan Slapeta,A89994,NA,no info given,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,Corallina caespitosa,NA,Corallina caespitosa,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Coralline,Australia,NA,"Clovelly Beach, Australia",26-May-2012,NA,from Jan Slapeta,A89995,NA,no info given,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,NA,NA,Sarcodiotheca sp.,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai, Maey Island",27-May-2013,NA,error; needed to assign new #; check voucher for vial (sent in for accession?),A89996,NA,"subtidal, 3m",3m,NA,NA,NA,NA,NA,NA,NA,NA
665,Spongites tumidum,Corallinac sp. 10BCcrust (CO1),Lithophyllum sp.,NA,NA,NA,NA,NA,F,,,Herbarium,NA,NA,Coralline,NA,NA,Brady's Blowhole channel #1,30-Nov-2013,NA,unknown life stage,A91432,NA,mid on rock with Hildenbrandia,NA,Yes,NA,NA,NA,NA,NA,NA,NA
666,Spongites tumidum,NA,Leptophytum sp?,NA,NA,NA,NA,NA,,FR,,Herbarium,NA,NA,Coralline,NA,NA,Brady's Blowhole channel #1,30-Nov-2013,NA,unknown life stage,A91433,NA,mid on rock,NA,Yes,NA,NA,NA,NA,NA,NA,NA
667,Spongites tumidum,NA,Leptophytum sp?,NA,NA,NA,NA,NA,F,,,Herbarium,NA,NA,Coralline,NA,NA,Brady's Blowhole channel #1,30-Nov-2013,NA,tetrasporophyte,A91434,NA,mid on rock,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,Spongites decipiens,Corallinac sp. 5ATcrust (CO1),Lithophyllum sp.,NA,NA,NA,NA,NA,F,,,Herbarium,NA,NA,Coralline,NA,NA,Brady's Blowhole channel #1,30-Nov-2013,NA,unknown life stage,A91435,NA,mid on rock,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,Pseudolithophyllum sp. 1whidbeyense,NA,Pseudolithophyllum whidbeyense,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,NA,NA,Brady's Blowhole channel #1,30-Nov-2013,NA,tetrasporophyte,A91384,NA,mid in pool,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,Lithothamnion phymatodeum,NA,Lithothamnion sp.,NA,NA,NA,NA,NA,F,,,Herbarium,NA,NA,Coralline,NA,NA,Brady's Blowhole channel #1,30-Nov-2013,NA,bisporangial,A91436,NA,mid-low in pool with sand on rock,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,Pseudolithophyllum sp. 1whidbeyense,NA,Pseudolithophyllum whidbeyense,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,NA,NA,Brady's Blowhole channel #1,30-Nov-2013,NA,tetrasporophyte,A91385,NA,low surge channel on rock,NA,Yes,NA,NA,NA,NA,NA,NA,NA
672,Lithothamnion phymatodeum,NA,Mesophyllum sp?,NA,NA,NA,NA,NA,F,,,Herbarium,NA,NA,Coralline,NA,NA,Brady's Blowhole channel #1,30-Nov-2013,NA,unknown life stage,A91437,NA,low surge channel on rock,NA,Yes,NA,NA,NA,NA,NA,NA,NA
673,Spongites decipiens,NA,Lithophyllum sp.,NA,NA,Yes,NA,NA,F,,,None,NA,NA,Coralline,NA,NA,Brady's Blowhole channel #1,30-Nov-2013,NA,NA,no voucher,NA,"low surge channel on rock, on boulder",NA,NA,NA,NA,NA,NA,NA,NA,NA
674,Lithophyllum sp. 1,Corallinac sp. 12BCcrust (CO1),Mauve crust,NA,NA,NA,NA,NA,F,,,Herbarium,NA,NA,Coralline,NA,NA,Brady's Blowhole channel #1,30-Nov-2013,NA,tetrasporangial,A91438,NA,low on rock,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,Lithothamnion phymatodeum,NA,Mesophyllum sp?,NA,NA,NA,NA,NA,,FR,,Herbarium,NA,NA,Coralline,NA,NA,Brady's Blowhole channel #1,30-Nov-2013,NA,tetrasporangial,A91439,NA,low on rock,NA,Yes,NA,NA,NA,NA,NA,NA,NA
676,Melobesia sp.2,Melobesia sp.2,Melobesia sp.,NA,NA,NA,NA,NA,,FR,,Herbarium,NA,NA,Coralline,NA,NA,Brady's Blowhole channel #1,30-Nov-2013,NA,unknown,A91440,NA,low intertidal on rock,NA,Yes,NA,NA,NA,NA,NA,NA,NA
677,Melobesia sp.2,Melobesia sp.2,Melobesia sp.,NA,NA,NA,NA,NA,,FR,,Herbarium,NA,NA,Coralline,NA,NA,Brady's Blowhole channel #1,30-Nov-2013,NA,NA,A91441,NA,low intertidal on rock,NA,Yes,NA,NA,NA,NA,NA,NA,NA
678,Pseudolithophyllum sp.2whidbeyense,NA,Lithophyllum sp.,NA,NA,NA,NA,NA,F,,FR,Herbarium,NA,NA,Coralline,NA,NA,"Brady's Blowhole, exposed point",30-Nov-2013,NA,tetrasporangial,A91386,NA,"low intertidal, exposed",NA,NA,NA,NA,NA,NA,NA,NA,NA
679,Leptophytum lamellicola,Corallinac sp. 17BCcrust (CO1),Mesophyllum sp.,NA,NA,NA,NA,NA,F,,,Herbarium,NA,NA,Coralline,NA,NA,"Brady's Blowhole, exposed point",30-Nov-2013,NA,tetrasporangial,A91442,NA,"low intertidal, exposed",NA,NA,NA,NA,NA,NA,NA,NA,NA
680,Leptophytum lamellicola,NA,Lithophyllum sp.,NA,NA,NA,NA,NA,F,,,Herbarium,NA,NA,Coralline,NA,NA,"Brady's Blowhole, exposed point",30-Nov-2013,NA,unknown life stage,A91443,NA,low in pool,NA,NA,NA,NA,NA,NA,NA,NA,NA
