PTM#,Final determination,genetic match/notes,Determination in the field,Qualifier,DNA location,Extra DNA Sample,Date of Extraction,PCR results,CO1,psbA,rbcL,Voucher location,BOLDNumber,GenbankNumber,Red/Coralline/Green/Brown,Country,StateProvince,Locality,Date Collected,Reproductive Status,Field Notes,Accession #,Missing accession,Habitat,Depth,Fragments available?,Latitude,Longitude,Primary Collector,Other collectors,Determined by,Determination Date,Project
1204,Crusticorallina muricata,needs reverse,Coralline crust,NA,NA,NA,NA,NA,F,R,F,Herbarium,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,quad 3-sample 2; wormy; voucher in bag; same as 1203?,A92128,NA,"subtidal, 12.4m",12.4m,Yes,NA,NA,NA,NA,NA,NA,NA
1205,Mesophyllum vancouveriense,NA,Coralline crust,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,quad 3-sample 3,A92133,NA,"subtidal, 12.4m",12.4m,NA,NA,NA,NA,NA,NA,NA,NA
1206,Lithothamnion glaciale,needs reverse,Lithothamnion phymatodeum,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,quad 3-sample 4,A92134,NA,"subtidal, 12.4m",12.4m,NA,NA,NA,NA,NA,NA,NA,NA
1207,Lithophyllum sp.4,needs reverse,Coralline crust,NA,NA,NA,NA,NA,,F,,None,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,quad 3-sample 5; DNA only; no voucher,no voucher,NA,"subtidal, 12.4m",12.4m,NA,NA,NA,NA,NA,NA,NA,NA
1208,Crusticorallina painei,based on M13F CO1,Coralline crust,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,quad 4-sample 1,A92135,NA,subtidal 11.9 m,11.9,NA,NA,NA,NA,NA,NA,NA,NA
1209,Lithothamnion glaciale,needs reverse,Coralline crust,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,quad 4-sample 3; on limpets; needs DNA; voucher in bag,A92136,NA,subtidal 11.9 m,11.9,NA,NA,NA,NA,NA,NA,NA,NA
1210,Lithothamnion glaciale,needs reverse,Lithothamnion phymatodeum,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,quad 4-sample 4,A92137,NA,subtidal 11.9 m,11.9,NA,NA,NA,NA,NA,NA,NA,NA
1211,Corsp27Bccrust_Lithophyllum,needs reverse,Coralline crust,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,quad 4-sample 5; pink speckled,A92138,NA,subtidal 11.9 m,11.9,NA,NA,NA,NA,NA,NA,NA,NA
1212,NA,all three genes failed even on re-extracted DNA,Lithothamnion phymatodeum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,quad 5-sample 1; not very clean (sample 1); voucher in bag,A92139,NA,subtidal 15m,15m,NA,NA,NA,NA,NA,NA,NA,NA
1213,Mesophyllum vancouveriense,NA,Coralline crust,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,quad 5-sample 2,A92140,NA,subtidal 15m,15m,NA,NA,NA,NA,NA,NA,NA,NA
1214,Mesophyllum vancouveriense,NA,Coralline crust,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,quad 6-sample 1; on B. schmittii; voucher in bag,A92141,NA,subtidal 15m,15m,NA,NA,NA,NA,NA,NA,NA,NA
1215,Lithothamnion glaciale,needs reverse,Coralline crust,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,quad 6-sample 2; dirty,A92142,NA,subtidal 15m,15m,NA,NA,NA,NA,NA,NA,NA,NA
1216,Mesophyllum vancouveriense,NA,Coralline crust,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,quad 6-sample 3,A92143,NA,subtidal 15m,15m,NA,NA,NA,NA,NA,NA,NA,NA
1217,Mesophyllum vancouveriense,needs reverse,Coralline crust,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,on worm tube; thin; highly reproductive,A92144,NA,subtidal 13m,13m,NA,NA,NA,NA,NA,NA,NA,NA
1218,Lithophyllum sp.4,NA,Coralline crust,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,smooth; light pink,A92145,NA,subtidal 13m,13m,NA,NA,NA,NA,NA,NA,NA,NA
1219,Corsp27Bccrust_Lithophyllum,needs reverse,Coralline crust,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,smooth pink/purple; thin; with C. americana; voucher in bag,A92146,NA,subtidal 13m,13m,NA,NA,NA,NA,NA,NA,NA,NA
1220,Crusticorallina muricata,needs reverse,Coralline crust,NA,NA,NA,NA,NA,F,R,F,Herbarium,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,unattached; smooth pink crust; voucher in bag,A91425,NA,subtidal 13m,13m,NA,NA,NA,NA,NA,NA,NA,NA
1221,unknown Lithothamnion,nice psba F and R seq. - close to hapalidiaeceae and Lithothamnion on BLAST 95%,Coralline crust,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,smooth thick crust; easy to scrape; voucher in bag; multiporate?,A92147,NA,subtidal 13m,13m,NA,NA,NA,NA,NA,NA,NA,NA
1222,Mesophyllum vancouveriense,needs reverse,Coralline crust,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,conceptacles in center; voucher in bag,A92148,NA,subtidal 13m,13m,NA,NA,NA,NA,NA,NA,NA,NA
1223,Crusticorallina muricata,NA,Coralline crust,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,large; shelf-like; voucher in bag,A92129,NA,subtidal 13m,13m,NA,NA,NA,NA,NA,NA,NA,NA
1224,Mesophyllum vancouveriense,needs reverse,Coralline crust,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,crust on Calliarthron,A92149,NA,subtidal 13m,13m,Yes,NA,NA,NA,NA,NA,NA,NA
1225,Bossiella frondescens,NA,Bossiella frondescens,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai, Smaug Point",14-Jul-2014,NA,axial and lateral conceptacles,A92150,NA,"low intertidal, in pool",NA,NA,NA,NA,NA,NA,NA,NA,NA
1226,Bossiella reptans,needs rev,Bossiella hakaiensis,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai, Smaug Point",14-Jul-2014,NA,reproductive,A92151,NA,low intertidal bench,NA,NA,NA,NA,NA,NA,NA,NA,NA
1227,Bossiella sp. 1chiloensis,needs rev,Bossiella sp. 1chiloensis,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai, Smaug Point",14-Jul-2014,NA,covered in bryozoans and hyroids at base of Sach. sessilis,A92152,NA,low intertidal bench,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1228,where is the DNA?,NA,Bossiella reptans,NA,NA,NA,NA,NA,,,,NA,NA,NA,Coralline,Canada,British Columbia,"Hakai, Smaug Point",14-Jul-2014,NA,NA,NA,Y,low intertidal bench,NA,NA,NA,NA,NA,NA,NA,NA,NA
1229,no DNA just voucher,NA,Chiharaea bodegensis,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,no DNA sample; just voucher,A92153,NA,subtidal 13m,13m,NA,NA,NA,NA,NA,NA,NA,NA
1230,no DNA just voucher,NA,Chiharaea americana,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,NA,NA,"McMullen Island, NE",13-Jul-2014,NA,needs mounting,A92154,NA,subtidal 13m,13m,NA,NA,NA,NA,NA,NA,NA,NA
1231,Bossiella frondifera,needs reverse,Bossiella frondifera,NA,NA,Yes,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,Oregon,"Seal rocks state park beach, Oregon USA",10-Aug-2014,NA,NA,A90739,NA,drift,NA,NA,44.493350000000014,-124.08483,NA,NA,NA,NA,NA
1232,Bossiella frondifera,needs reverse,Bossiella frondifera,NA,NA,Yes,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,Oregon,"Seal rocks state park beach, Oregon USA",10-Aug-2014,NA,thick morph.; needs DNA sub; needs mounting,A90740,NA,drift,NA,NA,NA,NA,NA,NA,NA,NA,NA
1233,NA,psbA failed,Melobesia sp.,NA,NA,Yes,NA,NA,,,,NA,NA,NA,Coralline,United States,Oregon,"Seal rocks state park beach, Oregon USA",10-Aug-2014,NA,needs DNA sub.; needs mounting,NA,Y,drift,NA,NA,NA,NA,NA,NA,NA,NA,NA
1234,Melobesia sp.2Cal,NA,Melobesia sp.,NA,NA,Yes,NA,NA,,F,,NA,NA,NA,Coralline,United States,Oregon,"Seal rocks state park beach, Oregon USA",10-Aug-2014,NA,"Genetic match to GWS CO1 database Melobesia sp. 2Cal (GWS21237, GWS21968); needs mounting",NA,Y,drift,NA,NA,NA,NA,NA,NA,NA,NA,NA
1235,Corallina sp. 4frondescens,NA,Corallina vancouveriensis,NA,NA,Yes,NA,NA,,F,,NA,NA,NA,Coralline,United States,Oregon,"Seal rocks state park beach, Oregon USA",10-Aug-2014,NA,needs mounting,NA,Y,drift,NA,NA,NA,NA,NA,NA,NA,NA,NA
1236,Bossiella frondifera,needs reverse,Bossiella sp.,NA,NA,Yes,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,Oregon,"Yaquina Head, Oregon",11-Aug-2014,NA,under Mazzaella,A90741,NA,"mid intertidal, top of boulder",NA,NA,44.67526,-124.07826,NA,NA,NA,NA,NA
1237,Bossiella frondifera,needs reverse,Bossiella sp.,NA,NA,Yes,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,Oregon,"Yaquina Head, Oregon",11-Aug-2014,NA,under Mazzaella; needs mounting,A90742,NA,"mid intertidal, top of boulder",NA,NA,NA,NA,NA,NA,NA,NA,NA
1238,Bossiella dichotoma,needs reverse,Bossiella dichotoma,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,United States,Oregon,"Yaquina Head, Oregon",11-Aug-2014,NA,with Pterygophyra; needs mounting,A92155,NA,low intertidal bottom of boulder,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1239,Bossiella dichotoma,needs reverse,Bossiella sp.,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,Oregon,"Yaquina Head, Oregon",11-Aug-2014,NA,with Pterygophyra; needs mounting,A92156,NA,low intertidal bottom of boulder,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1240,NA,psbA failed,Bossiella sp.,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,United States,Oregon,"Yaquina Head, Oregon",11-Aug-2014,NA,with Pterygophyra; needs mounting,A92157,NA,low intertidal bottom of boulder,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1241,Bossiella frondifera,needs reverse,Bossiella sp.,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,Oregon,"Seal rocks state park, Oregon",10-Aug-2014,NA,on barnacle; needs mounting,A90743,NA,drift,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1242,NA,psbA failed,Bossiella sp.,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,United States,Oregon,"Yaquina Head, Oregon",11-Aug-2014,NA,with Pterygophyra; needs mounting,A92159,NA,low intertidal bottom of boulder,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1243,Bossiella frondifera,needs reverse,Bossiella frondifera,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,Oregon,"Yaquina Head, Oregon",11-Aug-2014,NA,with Pterygophyra; needs mounting,A90744,NA,low intertidal bottom of boulder,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1244,Corallina sp. 1frondescens,NA,Corallina officinalis,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,Oregon,"Yaquina Head, Oregon",11-Aug-2014,NA,with Pterygophyra; needs mounting,A92161,NA,low intertidal bottom of boulder,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1245,Bossiella sp. 5chiloensis,NA,Bossiella sp.,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,Oregon,"Yaquina Head, Oregon",11-Aug-2014,NA,with Pterygophyra; needs mounting,A92162,NA,low intertidal bottom of boulder,NA,NA,NA,NA,NA,NA,NA,NA,NA
1246,Bossiella frondescens,NA,Bossiella frondifera,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Duxbury Reef, Bolinas CA",9-Oct-2014,NA,"Duxbury Reef (check spelling!):
37.897485 -122.711569; collection #7, clusters/clumps along edge of tidepool",A90745,NA,mid tidepool,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1247,Corallina sp. 1California,NA,Corallina vancouveriensis,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Duxbury Reef, Bolinas CA",9-Oct-2014,NA,"collection #8, under phyllospadix, flat morph",A92164,NA,low,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1248,Calliarthron tuberculosum,needs reverse,Bossiella sp.,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Duxbury Reef, Bolinas CA",9-Oct-2014,NA,"collection #9, marginal conceptacles like cali, Male?",A92165,NA,mid tidepool,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1249,Bossiella frondescens,NA,Bossiella frondescens,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Duxbury Reef, Bolinas CA",9-Oct-2014,NA,"collection #10, tangled with other algae",A90746,NA,mid tidepool,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1250,Bossiella frondifera,NA,Bossiella dichotoma,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Duxbury Reef, Bolinas CA",9-Oct-2014,NA,"collection #11, under phyllospadix",A90747,NA,low,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1251,Calliarthron tuberculosum,needs reverse,Calliarthron/B.Californica,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,NA,"Arrowhead Point: 
36.560777
-121.940796; Male, collection #19",A92167,NA,mid shallow pool,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1252,Bossiella sp.2chiloensis,NA,Bossiella sp.,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,NA,collection #20,A92168,NA,"emergent, mid flat rock",NA,Yes,NA,NA,NA,NA,NA,NA,NA
1253,Bossiella montereyensis,NA,B. plumosa,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,NA,collection #21; on mussel; near death; no photo,A90748,NA,"low, exposed on mussel, near death",NA,Yes,NA,NA,NA,NA,NA,NA,NA
1254,Corallina sp.2Chile,"per all 3 consensus trees psbA, CO1, rbcL (Soren)",B. frondescens,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,NA,"collection #22, loose rosettes",A92169,NA,mid flat rock,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1255,Bossiella plumosa,NA,Bossiella,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,NA,collection #23; on rock adjacent mussels,A90749,NA,"low exposed, on rock near mussels",NA,Yes,NA,NA,NA,NA,NA,NA,NA
1256,Bossiella sp.2chiloensis,NA,Bossiella dichotoma,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,NA,collection #24; no photo,A92170,NA,mid pool,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1257,NA,psbA F failed,NA,NA,NA,NA,NA,NA,,R,,Herbarium,NA,NA,NA,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,NA,"collection #25, epiphyte on Calliarthron",A92171,NA,mid shallow pool,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1258,Calliarthron tuberculosum,we sampled the host.  Going to try again and re-sample the epiphyte,epiphyte on Calliarthron,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,NA,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,NA,"collection #26, epiphyte on Calliarthron, same as 25",A92172,NA,mid shallow pool,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1259,Bossiella plumosa,NA,Bossiella,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,NA,"collection #27, solitary",A90750,NA,low exposed,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,Bossiella frondifera,NA,Bossiella frondifera,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,NA,collection #28; no photo,A90751,NA,mid exposed,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,Bossiella plumosa,NA,Bossiella plumosa,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,NA,"collection #29, cluster. like PTM02",A90752,NA,upper mid exposed,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1262,Corallina sp.2Chile,no voucher,Bossiella reptans,NA,NA,NA,NA,NA,,F,,None,NA,NA,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,NA,"collection #30, 4cm diam base, prostrate, by phyllo, no voucher",no voucher,NA,not in LYB,NA,NA,NA,NA,NA,NA,NA,NA,NA
1263,Bossiella plumosa,NA,Bossiella sp.,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,NA,"collection #31, among mussel/tetraclita",A90753,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264,Bossiella plumosa,NA,Bossiella plumosa,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,NA,"collection #32, adjacent C. vancouveriensis",A90754,NA,mid exposed,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1265,Corallina sp.2Chile,NA,Corallina,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,NA,"collection #33, fan apices",A92173,NA,mid pool,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1266,Corallina sp.2Chile,NA,Corallina,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,NA,"collection #34, near mussel +silvetia",A92174,NA,upper mid,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267,NA,psbA F failed,Bossiella plumosa,NA,NA,NA,NA,NA,,R,,Herbarium,NA,NA,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,NA,"collection #35, 30cm from #32",A92175,NA,mid exposed,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1268,Bossiella plumosa,NA,Bossiella frondifera,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,NA,"collection #36, large crust/mat",A90755,NA,mid tidepool,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1269,good sequence no match,"good sequence no match, needs reverse, matches to microcladia borealis on BLAST",Coralline crust,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,NA,"Mill Creek, CA: 
35.979736 -121.490757; collection #37; on boulder",A92176,NA,"lower mid, on boulder",NA,Yes,NA,NA,NA,NA,NA,NA,NA
1270,Bossiella sp.2chiloensis,NA,Bossiella frondifera,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,NA,collection #38; no photo,A92177,NA,upper mid pool,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1271,Bossiella sp.2chiloensis,NA,Bossiella frondifera,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,NA,"collection #39, very dichotomous",A92178,NA,upper mid pool,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1272,Bossiella plumosa,NA,Bossiella plumosa,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,NA,"collection #40, with mazzaella",A90756,NA,mid top of rock,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1273,Bossiella dichotoma,NA,Bossiella dichotoma,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,NA,collection #41,A92179,NA,low surge channel,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1274,Bossiella sp.2chiloensis,reverse PCR failed,Bossiella,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,NA,"collection #42, with prionitis",A92180,NA,upper mid pool,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1275,Bossiella frondifera,reverse PCR failed,Bossiella plumosa,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,NA,"collection #43, vertical wall, by microborealis + C. vancouveriensis",A90757,NA,mid,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1276,Bossiella plumosa,reverse PCR failed,Bossiella,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,NA,"collection #44, under phyllospadix",A90758,NA,not in LYB,NA,NA,NA,NA,NA,NA,NA,NA,NA
1277,Bossiella frondifera,NA,Bossiella plumosa,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,NA,collection #45,A90759,NA,boulder in low channel,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1278,Bossiella californica/sp. 1chilo,NA,Bossiella,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,NA,collection #46,A92181,NA,boulder in low channel,NA,NA,NA,NA,NA,NA,NA,NA,NA
1279,Bossiella frondifera,NA,Bossiella,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,NA,"collection #47, under phyllo, growing on root",A90760,NA,not in LYB,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,Bossiella frondifera,NA,Bossiella plumosa,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,NA,collection #48,A90761,NA,boulder in low channel,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1281,Bossiella frondifera,NA,Bossiella plumosa,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,NA,"collection #49, adjacent pyropia + C.vancouveriensis",A90762,NA,"mid, top of boulder",NA,Yes,NA,NA,NA,NA,NA,NA,NA
1282,Bossiella frondifera,NA,Bossiella,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,NA,"collection #50, under phyllospadix",A90763,NA,low,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1283,Bossiella frondifera,"psbA F failed, have reverse",Bossiella,NA,NA,NA,NA,NA,,R,,Herbarium,NA,NA,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,NA,"collection #51, growing out of crack",A92182,NA,"low, boulder exposed",NA,Yes,NA,NA,NA,NA,NA,NA,NA
1284,Chiharaea rhododactyla,NA,C. silvae,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,NA,collection #52,A92183,NA,low,NA,NA,NA,NA,NA,NA,NA,NA,NA
1285,Bossiella californica/sp. 1chilo,NA,Bossiella dichotoma,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,NA,"collection #53, with 54",A92184,NA,boulder in low channel,NA,NA,NA,NA,NA,NA,NA,NA,NA
1286,NA,psbA F failed,Bossiella frondifera,NA,NA,NA,NA,NA,,R,,Herbarium,NA,NA,Coralline,United States,California,"Mill Creek, Big Sur, CA",6-Nov-2014,NA,"collection #54, with 53",A92185,NA,boulder in low channel,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1287,Corallinac sp. 7BCcrust_Lithothamnion,match to PTM1015,Crust,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,NA,collection #12; on pebble,A92186,NA,on pebble,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288,NA,"psbA F failed X2,",Crust,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,NA,collection #13; on pebble,A92187,NA,on pebble,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289,Lithophyllum grumosum,NA,Lithothamnion phymatodeum,NA,NA,NA,NA,NA,,F,,Herbarium,NA,NA,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,NA,collection #14,A92188,NA,mid pool,NA,Yes,NA,NA,NA,NA,NA,NA,NA
1290,Lithophyllum grumosum,NA,Lithophyllum,NA,NA,NA,NA,NA,FR,,,Herbarium,NA,NA,Coralline,United States,California,"Arrowhead point, Stillwater cove Pebble Beach CA",5-Nov-2014,NA,"collection #15, large branched",A92189,NA,upper mid pool,NA,Yes,NA,NA,NA,NA,NA,NA,NA
