folder,file,ptm,gene,other
PTM501-1000,PTM522,PTM522,tlr,P1511451
PTM501-1000,PTM524,PTM524,m3f,P1511544
PTM501-1000,PTM525,PTM525,m3f,P1511749
PTM501-1000,PTM526,PTM526,m3f,P1511544
PTM501-1000,PTM529,PTM529,m3f,P1511544
PTM501-1000,PTM531,PTM531,gwsfn,P1308415
PTM501-1000,PTM532,PTM532,m3f,P1511544
PTM501-1000,PTM534,PTM534,gazf2,P1511749
PTM501-1000,PTM535,PTM535,m3f,P1511544
PTM501-1000,PTM536,PTM536,m3f,P1511544
PTM501-1000,PTM538,PTM538,gwsfn,P1308415
PTM501-1000,PTM538,PTM538,psbaf,P1308676
PTM501-1000,PTM539,PTM539,m3f,P1511544
PTM501-1000,PTM540,PTM540,m3f,P1511617
PTM501-1000,PTM540,PTM540,m3f,P1511617
PTM501-1000,PTM541,PTM541,m3f,P1511617
PTM501-1000,PTM541,PTM541,m3f,P1511617
PTM501-1000,PTM542,PTM542,m3f,P1511617
PTM501-1000,PTM542,PTM542,m3f,P1511617
PTM501-1000,PTM543,PTM543,m3f,P1511617
PTM501-1000,PTM543,PTM543,m3f,P1511617
PTM501-1000,PTM544,PTM544,psbaf,P1308676
PTM501-1000,PTM544,PTM544,psbar2,P1308800
PTM501-1000,PTM545 (1),PTM545,gazf2,P1511617
PTM501-1000,PTM545 (1),PTM545,gazf2,P1511617
PTM501-1000,PTM545,PTM545,gazf2,P1511749
PTM501-1000,PTM546,COI/PTM546,gwsfn,P1308415
PTM501-1000,PTM546,psbA/PTM546,psbaf,P1308580
PTM501-1000,PTM546,psbA/PTM546,psbar2,P1308580
PTM501-1000,PTM547,psbA/PTM547,psbaf,P1308580
PTM501-1000,PTM547,psbA/PTM547,psbar2,P1308580
PTM501-1000,PTM548,PTM548,psbaf,P1308580
PTM501-1000,PTM548,PTM548,psbar2,P1308580
PTM501-1000,PTM549,PTM549,gwsfn,P1308415
PTM501-1000,PTM549,PTM549,psbaf,P1308676
PTM501-1000,PTM550,COI/PTM550,gwsfn,P1308415
PTM501-1000,PTM550,psbA/PTM550,psbaf,P1308580
PTM501-1000,PTM550,psbA/PTM550,psbar2,P1308580
PTM501-1000,PTM551,COI/PTM551,gwsfn,P1308415
PTM501-1000,PTM551,psbA/PTM551,psbaf,P1308580
PTM501-1000,PTM551,psbA/PTM551,psbar2,P1308580
PTM501-1000,PTM552,PTM552,psbaf,P1308580
PTM501-1000,PTM553,PTM553,f57,P1309100
PTM501-1000,PTM553,PTM553,f57,P1410595
PTM501-1000,PTM553,PTM553,gwsfn,P1410595
PTM501-1000,PTM553,PTM553,gwsrx,P1410595
PTM501-1000,PTM553,PTM553,psbaf,P1308580
PTM501-1000,PTM553,PTM553,psbar2,P1308800
PTM501-1000,PTM553,PTM553,rbclrevnew,P1309100
PTM501-1000,PTM553,PTM553,rbclrevnew,P1410595
PTM501-1000,PTM553,PTM553,tlf5,P1309100
PTM501-1000,PTM553,PTM553,tlf5,P1410595
PTM501-1000,PTM553,PTM553,tlr,P1309100
PTM501-1000,PTM553,PTM553,tlr,P1410595
PTM501-1000,PTM554,COI/PTM554,gwsfn,P1308415
PTM501-1000,PTM554,psbA/PTM554,psbaf,P1308580
PTM501-1000,PTM555,PTM555,psbaf,P1308580
PTM501-1000,PTM556,PTM556,psbaf,P1308580
PTM501-1000,PTM556,PTM556,psbar2,P1308580
PTM501-1000,PTM557,PTM557,psbaf,P1308580
PTM501-1000,PTM557,PTM557,psbar2,P1308580
PTM501-1000,PTM558,PTM558,psbaf,P1308580
PTM501-1000,PTM558,PTM558,psbar2,P1308580
PTM501-1000,PTM559,PTM559,psbaf,P1308580
PTM501-1000,PTM560,PTM560,psbaf,P1308580
PTM501-1000,PTM561,PTM561,psbaf,P1308580
PTM501-1000,PTM562,PTM562,psbaf,P1308580
PTM501-1000,PTM562,PTM562,psbar2,P1308800
PTM501-1000,PTM563,PTM563,psbaf,P1308580
PTM501-1000,PTM563,PTM563,psbar2,P1308800
PTM501-1000,PTM564,PTM564,psbaf,P1308580
PTM501-1000,PTM564,PTM564,psbar2,P1409319
PTM501-1000,PTM565,PTM565,psbaf,P1308580
PTM501-1000,PTM566,PTM566,psbaf,P1308580
PTM501-1000,PTM567,PTM567,f57,P1410467
PTM501-1000,PTM567,PTM567,gwsfn,P1410467
PTM501-1000,PTM567,PTM567,gwsrx,P1410467
PTM501-1000,PTM567,PTM567,psbaf,P1308580
PTM501-1000,PTM567,PTM567,psbaf,P1410467
PTM501-1000,PTM567,PTM567,psbar2,P1410467
PTM501-1000,PTM567,PTM567,rbclrevnew,P1410467
PTM501-1000,PTM567,PTM567,tlf5,P1410467
PTM501-1000,PTM567,PTM567,tlr,P1410467
PTM501-1000,PTM568,PTM568,f57,P1309100
PTM501-1000,PTM568,PTM568,f57,P1410595
PTM501-1000,PTM568,PTM568,gwsfn,P1410595
PTM501-1000,PTM568,PTM568,gwsrx,P1410595
PTM501-1000,PTM568,PTM568,psbaf,P1308580
PTM501-1000,PTM568,PTM568,psbar2,P1308800
PTM501-1000,PTM568,PTM568,rbclrevnew,P1309100
PTM501-1000,PTM568,PTM568,rbclrevnew,P1410595
PTM501-1000,PTM568,PTM568,tlf5,P1309100
PTM501-1000,PTM568,PTM568,tlf5,P1410595
PTM501-1000,PTM568,PTM568,tlr,P1309100
PTM501-1000,PTM568,PTM568,tlr,P1410595
PTM501-1000,PTM569,PTM569,m3f,P1511617
PTM501-1000,PTM569,PTM569,m3f,P1511617
PTM501-1000,PTM570,PTM570,m3f,P1511617
PTM501-1000,PTM570,PTM570,m3f,P1511617
PTM501-1000,PTM571,PTM571,m3f,P1511617
PTM501-1000,PTM571,PTM571,m3f,P1511617
PTM501-1000,PTM572,PTM572,m3f,P1511617
PTM501-1000,PTM572,PTM572,m3f,P1511617
PTM501-1000,PTM573,PTM573,tufgf4,P1511749
PTM501-1000,PTM574,PTM574 (1)/PTM574,gazf2,P1511617
PTM501-1000,PTM574,PTM574 (1)/PTM574,gazf2,P1511617
PTM501-1000,PTM574,PTM574,gazf2,P1511749
PTM501-1000,PTM575,PTM575,m3f,P1511617
PTM501-1000,PTM575,PTM575,m3f,P1511617
PTM501-1000,PTM576,PTM576,m3f,P1511617
PTM501-1000,PTM576,PTM576,m3f,P1511617
PTM501-1000,PTM577,PTM577,gazf2,P1511749
PTM501-1000,PTM577,PTM577,gazf2,P1511755
PTM501-1000,PTM578,PTM578,m3f,P1511749
PTM501-1000,PTM579,PTM579,m3f,P1511749
PTM501-1000,PTM579,PTM579,m3f,P1511749
PTM501-1000,PTM580,PTM580,gazf2,P1511749
PTM501-1000,PTM581,PTM581,m3f,P1511617
PTM501-1000,PTM581,PTM581,m3f,P1511617
PTM501-1000,PTM582,PTM582,m3f,P1511617
PTM501-1000,PTM582,PTM582,m3f,P1511617
PTM501-1000,PTM583,PTM583,m3f,P1511613
PTM501-1000,PTM583,PTM583,m3f,P1511617
PTM501-1000,PTM583,PTM583,m3f,P1511617
PTM501-1000,PTM584,PTM584,m3f,P1511617
PTM501-1000,PTM584,PTM584,m3f,P1511617
PTM501-1000,PTM585,PTM585,m3f,P1511617
PTM501-1000,PTM585,PTM585,m3f,P1511617
PTM501-1000,PTM586,PTM586,m3f,P1511617
PTM501-1000,PTM586,PTM586,m3f,P1511617
PTM501-1000,PTM587,PTM587,m3f,P1511617
PTM501-1000,PTM587,PTM587,m3f,P1511617
PTM501-1000,PTM588,PTM588,m3f,P1511617
PTM501-1000,PTM588,PTM588,m3f,P1511617
PTM501-1000,PTM589,PTM589,m3f,P1511617
PTM501-1000,PTM589,PTM589,m3f,P1511617
PTM501-1000,PTM590,PTM590,m3f,P1511617
PTM501-1000,PTM590,PTM590,m3f,P1511617
PTM501-1000,PTM591,PTM591,m3f,P1511617
PTM501-1000,PTM591,PTM591,m3f,P1511617
PTM501-1000,PTM594,PTM594,m3f,P1511617
PTM501-1000,PTM594,PTM594,m3f,P1511617
PTM501-1000,PTM595,PTM595,f57,P1409319
PTM501-1000,PTM595,PTM595,psbaf,P1308580
PTM501-1000,PTM595,PTM595,rbclrevnew,P1409319
PTM501-1000,PTM595,PTM595,tlf5,P1409319
PTM501-1000,PTM595,PTM595,tlr,P1409319
PTM501-1000,PTM596,PTM596,m3f,P1511617
PTM501-1000,PTM596,PTM596,m3f,P1511617
PTM501-1000,PTM597,PTM597,m3f,P1511617
PTM501-1000,PTM597,PTM597,m3f,P1511617
PTM501-1000,PTM598,PTM598,m3f,P1511617
PTM501-1000,PTM598,PTM598,m3f,P1511617
PTM501-1000,PTM599,PTM599,gwsfn,P1308580
PTM501-1000,PTM600,PTM600,gwsfn,P1308580
PTM501-1000,PTM601,PTM601,f57,P1309100
PTM501-1000,PTM601,PTM601,gwsfn,P1308580
PTM501-1000,PTM601,PTM601,gwsfn,P1308598
PTM501-1000,PTM601,PTM601,gwsfn,P1410467
PTM501-1000,PTM601,PTM601,gwsfn,P1410496
PTM501-1000,PTM601,PTM601,gwsfn,P1410595
PTM501-1000,PTM601,PTM601,gwsrx,P1410467
PTM501-1000,PTM601,PTM601,gwsrx,P1410595
PTM501-1000,PTM601,PTM601,psbaf,P1308676
PTM501-1000,PTM601,PTM601,psbar2,P1308800
PTM501-1000,PTM601,PTM601,rbclrevnew,P1309100
PTM501-1000,PTM601,PTM601,tlf5,P1309100
PTM501-1000,PTM601,PTM601,tlr,P1309100
PTM501-1000,PTM603,PTM603,m3f,P1511617
PTM501-1000,PTM603,PTM603,m3f,P1511617
PTM501-1000,PTM604,PTM604,m3f,P1511617
PTM501-1000,PTM604,PTM604,m3f,P1511617
PTM501-1000,PTM605,PTM605,m3f,P1511749
PTM501-1000,PTM606,PTM606,m3f,P1511617
PTM501-1000,PTM606,PTM606,m3f,P1511617
PTM501-1000,PTM607,PTM607,m3f,P1511749
PTM501-1000,PTM608,PTM608,m3f,P1511617
PTM501-1000,PTM608,PTM608,m3f,P1511617
PTM501-1000,PTM609,PTM609,m3f,P1511617
PTM501-1000,PTM609,PTM609,m3f,P1511617
PTM501-1000,PTM610,PTM610,m3f,P1511617
PTM501-1000,PTM610,PTM610,m3f,P1511617
PTM501-1000,PTM611,PTM611,gwsfn,P1308580
PTM501-1000,PTM612,PTM612,m3f,P1511617
PTM501-1000,PTM612,PTM612,m3f,P1511617
PTM501-1000,PTM613,PTM613,gazf2,P1511749
PTM501-1000,PTM614,PTM614,m3f,P1511617
PTM501-1000,PTM614,PTM614,m3f,P1511617
PTM501-1000,PTM616,PTM616,m3f,P1511617
PTM501-1000,PTM616,PTM616,m3f,P1511617
PTM501-1000,PTM617,PTM617,m3f,P1511749
PTM501-1000,PTM618,PTM618,f57,P1511451
PTM501-1000,PTM618,PTM618,f57,P1511451
PTM501-1000,PTM618,PTM618,gwsfn,P1511451
PTM501-1000,PTM618,PTM618,gwsfn,P1511451
PTM501-1000,PTM618,PTM618,gwsrx,P1511451
PTM501-1000,PTM618,PTM618,gwsrx,P1511451
PTM501-1000,PTM618,PTM618,psbaf,P1308800
PTM501-1000,PTM618,PTM618,psbar2,P1511448
PTM501-1000,PTM618,PTM618,rbclrevnew,P1511398
PTM501-1000,PTM618,PTM618,rbclrevnew,P1511409
PTM501-1000,PTM618,PTM618,rbclrevnew,P1511451
PTM501-1000,PTM618,PTM618,rbclrevnew,P1511451
PTM501-1000,PTM618,PTM618,tlf5,P1511398
PTM501-1000,PTM618,PTM618,tlr,P1511391
PTM501-1000,PTM618,PTM618,tlr,P1511451
PTM501-1000,PTM618,PTM618,tlr,P1511451
PTM501-1000,PTM620,PTM620,psbaf,P1308800
PTM501-1000,PTM621,PTM621,psbaf,P1308800
PTM501-1000,PTM623,PTM623,psbaf,P1308800
PTM501-1000,PTM624,failed run/PTM624,psbaf,P1308800
PTM501-1000,PTM624,PTM624,f57,P1410467
PTM501-1000,PTM624,PTM624,gwsfn,P1409947
PTM501-1000,PTM624,PTM624,gwsfn,P1410467
PTM501-1000,PTM624,PTM624,gwsrx,P1410467
PTM501-1000,PTM624,PTM624,psbaf,P1308800
PTM501-1000,PTM624,PTM624,psbaf,P1308835
PTM501-1000,PTM624,PTM624,psbar2,P1409319
PTM501-1000,PTM624,PTM624,rbclrevnew,P1410467
PTM501-1000,PTM624,PTM624,tlf5,P1410467
PTM501-1000,PTM624,PTM624,tlr,P1410467
PTM501-1000,PTM625,PTM625,psbaf,P1308800
PTM501-1000,PTM626,PTM626,psbaf,P1308800
PTM501-1000,PTM627,PTM627,f57,P1511451
PTM501-1000,PTM627,PTM627,f57,P1511451
PTM501-1000,PTM627,PTM627,gwsfn,P1511451
PTM501-1000,PTM627,PTM627,gwsfn,P1511451
PTM501-1000,PTM627,PTM627,gwsrx,P1511451
PTM501-1000,PTM627,PTM627,gwsrx,P1511451
PTM501-1000,PTM627,PTM627,psbaf,P1308800
PTM501-1000,PTM627,PTM627,rbclrevnew,P1511451
PTM501-1000,PTM627,PTM627,rbclrevnew,P1511451
PTM501-1000,PTM627,PTM627,tlf5,P1511448
PTM501-1000,PTM627,PTM627,tlf5,P1511456
PTM501-1000,PTM627,PTM627,tlr,P1511451
PTM501-1000,PTM627,PTM627,tlr,P1511451
PTM501-1000,PTM628,PTM628,psbaf,P1308800
PTM501-1000,PTM629,PTM629,psbaf,P1308800
PTM501-1000,PTM630,PTM630,psbaf,P1308800
PTM501-1000,PTM630,PTM630,psbar2,P1409319
PTM501-1000,PTM631,PTM631,f57,P1410467
PTM501-1000,PTM631,PTM631,f57,P1511451
PTM501-1000,PTM631,PTM631,f57,P1511451
PTM501-1000,PTM631,PTM631,gwsfn,P1410467
PTM501-1000,PTM631,PTM631,gwsfn,P1511398
PTM501-1000,PTM631,PTM631,gwsrx,P1410467
PTM501-1000,PTM631,PTM631,gwsrx,P1511451
PTM501-1000,PTM631,PTM631,gwsrx,P1511451
PTM501-1000,PTM631,PTM631,psbaf,P1308800
PTM501-1000,PTM631,PTM631,psbaf,P1410467
PTM501-1000,PTM631,PTM631,psbar2,P1511448
PTM501-1000,PTM631,PTM631,rbclrevnew,P1410467
PTM501-1000,PTM631,PTM631,rbclrevnew,P1511398
PTM501-1000,PTM631,PTM631,tlf5,P1410467
PTM501-1000,PTM631,PTM631,tlf5,P1511398
PTM501-1000,PTM631,PTM631,tlr,P1410467
PTM501-1000,PTM631,PTM631,tlr,P1511391
PTM501-1000,PTM632,PTM632,psbaf,P1308800
PTM501-1000,PTM633,PTM633,f57,P1511451
PTM501-1000,PTM633,PTM633,f57,P1511451
PTM501-1000,PTM633,PTM633,gwsfn,P1410467
PTM501-1000,PTM633,PTM633,gwsfn,P1511398
PTM501-1000,PTM633,PTM633,gwsrx,P1410467
PTM501-1000,PTM633,PTM633,gwsrx,P1511451
PTM501-1000,PTM633,PTM633,gwsrx,P1511451
PTM501-1000,PTM633,PTM633,psbaf,P1308800
PTM501-1000,PTM633,PTM633,psbar2,P1511398
PTM501-1000,PTM633,PTM633,rbclrevnew,P1511398
PTM501-1000,PTM633,PTM633,tlf5,P1511398
PTM501-1000,PTM633,PTM633,tlr,P1511391
PTM501-1000,PTM633,PTM633,tlr,P1511451
PTM501-1000,PTM633,PTM633,tlr,P1511451
PTM501-1000,PTM634,PTM634,f57,P1410467
PTM501-1000,PTM634,PTM634,gwsfn,P1409947
PTM501-1000,PTM634,PTM634,gwsfn,P1410467
PTM501-1000,PTM634,PTM634,gwsrx,P1410467
PTM501-1000,PTM634,PTM634,psbaf,P1308800
PTM501-1000,PTM634,PTM634,psbar2,P1409319
PTM501-1000,PTM634,PTM634,rbclrevnew,P1410467
PTM501-1000,PTM634,PTM634,tlf5,P1410467
PTM501-1000,PTM634,PTM634,tlr,P1410467
PTM501-1000,PTM635,PTM635,gwsfn,P1409947
PTM501-1000,PTM635,PTM635,psbar2,P1409319
PTM501-1000,PTM636,PTM636,psbaf,P1308800
PTM501-1000,PTM636,PTM636,psbar2,P1409319
PTM501-1000,PTM636,PTM636,psbar2,P1410467
PTM501-1000,PTM637,PTM637,psbaf,P1308800
PTM501-1000,PTM660,PTM660,psbaf,P1409947
PTM501-1000,PTM660,PTM660,psbar2,P1409319
PTM501-1000,PTM661,PTM661,psbaf,P1409947
PTM501-1000,PTM661,PTM661,psbar2,P1409319
PTM501-1000,PTM662,PTM662,psbar2,P1409319
PTM501-1000,PTM665,PTM665,gwsfn,P1409319
PTM501-1000,PTM665,PTM665,psbaf,P1309100
PTM501-1000,PTM665,PTM665,psbar2,P1309100
PTM501-1000,PTM666,PTM666,psbaf,P1309100
PTM501-1000,PTM666,PTM666,psbar2,P1309100
PTM501-1000,PTM667,PTM667,gwsfn,P1409319
PTM501-1000,PTM667,PTM667,psbaf,P1309100
PTM501-1000,PTM667,PTM667,psbar2,P1309100
PTM501-1000,PTM668,PTM668,gwsfn,P1409319
PTM501-1000,PTM668,PTM668,psbaf,P1309100
PTM501-1000,PTM668,PTM668,psbar2,P1309100
PTM501-1000,PTM669,PTM669,f57,P1511451
PTM501-1000,PTM669,PTM669,f57,P1511451
PTM501-1000,PTM669,PTM669,gwsfn,P1409319
PTM501-1000,PTM669,PTM669,gwsrx,P1511451
PTM501-1000,PTM669,PTM669,gwsrx,P1511451
PTM501-1000,PTM669,PTM669,psbaf,P1309100
PTM501-1000,PTM669,PTM669,psbar2,P1309100
PTM501-1000,PTM669,PTM669,rbclrevnew,P1511398
PTM501-1000,PTM669,PTM669,tlf5,P1511398
PTM501-1000,PTM669,PTM669,tlr,P1511391
PTM501-1000,PTM670,PTM670,gwsfn,P1409319
PTM501-1000,PTM670,PTM670,psbaf,P1309100
PTM501-1000,PTM670,PTM670,psbar2,P1309100
PTM501-1000,PTM671,PTM671,f57,P1511451
PTM501-1000,PTM671,PTM671,f57,P1511451
PTM501-1000,PTM671,PTM671,gwsfn,P1409319
PTM501-1000,PTM671,PTM671,gwsrx,P1511451
PTM501-1000,PTM671,PTM671,gwsrx,P1511451
PTM501-1000,PTM671,PTM671,psbaf,P1309100
PTM501-1000,PTM671,PTM671,psbaf,P1511398
PTM501-1000,PTM671,PTM671,psbar2,P1309100
PTM501-1000,PTM671,PTM671,rbclrevnew,P1511398
PTM501-1000,PTM671,PTM671,tlf5,P1511398
PTM501-1000,PTM671,PTM671,tlr,P1511391
PTM501-1000,PTM672,PTM672,gwsfn,P1409319
PTM501-1000,PTM672,PTM672,psbaf,P1309100
PTM501-1000,PTM672,PTM672,psbar2,P1309100
PTM501-1000,PTM673,PTM673,gwsfn,P1409319
PTM501-1000,PTM673,PTM673,psbaf,P1309100
PTM501-1000,PTM673,PTM673,psbar2,P1309100
PTM501-1000,PTM674,PTM674,gwsfn,P1409319
PTM501-1000,PTM674,PTM674,psbaf,P1309100
PTM501-1000,PTM674,PTM674,psbar2,P1309100
PTM501-1000,PTM675,PTM675,psbaf,P1309100
PTM501-1000,PTM675,PTM675,psbar2,P1309100
PTM501-1000,PTM676,PTM676,psbaf,P1309100
PTM501-1000,PTM676,PTM676,psbar2,P1309100
PTM501-1000,PTM677,PTM677,psbaf,P1309100
PTM501-1000,PTM677,PTM677,psbar2,P1309100
PTM501-1000,PTM678,PTM678,f57,P1511398
PTM501-1000,PTM678,PTM678,gwsfn,P1511398
PTM501-1000,PTM678,PTM678,gwsrx,P1511451
PTM501-1000,PTM678,PTM678,gwsrx,P1511451
PTM501-1000,PTM678,PTM678,psbaf,P1309100
PTM501-1000,PTM678,PTM678,psbar2,P1309100
PTM501-1000,PTM678,PTM678,rbclrevnew,P1511398
PTM501-1000,PTM678,PTM678,tlf5,P1511398
PTM501-1000,PTM678,PTM678,tlr,P1511391
PTM501-1000,PTM679,PTM679,gwsfn,P1409319
PTM501-1000,PTM679,PTM679,psbaf,P1309100
PTM501-1000,PTM679,PTM679,psbar2,P1309100
PTM501-1000,PTM680,PTM680,gwsfn,P1409319
PTM501-1000,PTM680,PTM680,psbaf,P1309100
PTM501-1000,PTM680,PTM680,psbar2,P1309100
PTM501-1000,PTM681,PTM681,psbar2,P1409319
PTM501-1000,PTM682,PTM682,f57,P1511398
PTM501-1000,PTM682,PTM682,gwsfn,P1409319
PTM501-1000,PTM682,PTM682,gwsfn,P1511398
PTM501-1000,PTM682,PTM682,gwsrx,P1511451
PTM501-1000,PTM682,PTM682,gwsrx,P1511451
PTM501-1000,PTM682,PTM682,psbaf,P1309100
PTM501-1000,PTM682,PTM682,psbar2,P1309100
PTM501-1000,PTM682,PTM682,rbclrevnew,P1511398
PTM501-1000,PTM682,PTM682,tlf5,P1511398
PTM501-1000,PTM682,PTM682,tlf5,P1511448
PTM501-1000,PTM682,PTM682,tlr,P1511391
PTM501-1000,PTM683,PTM683,f57,P1511398
PTM501-1000,PTM683,PTM683,f57,P1511409
PTM501-1000,PTM683,PTM683,f57,P1511451
PTM501-1000,PTM683,PTM683,f57,P1511451
PTM501-1000,PTM683,PTM683,gwsfn,P1409319
PTM501-1000,PTM683,PTM683,gwsrx,P1511451
PTM501-1000,PTM683,PTM683,gwsrx,P1511451
PTM501-1000,PTM683,PTM683,psbaf,P1309100
PTM501-1000,PTM683,PTM683,psbar2,P1309100
PTM501-1000,PTM683,PTM683,rbclrevnew,P1511398
PTM501-1000,PTM683,PTM683,rbclrevnew,P1511409
PTM501-1000,PTM683,PTM683,rbclrevnew,P1511451
PTM501-1000,PTM683,PTM683,rbclrevnew,P1511451
PTM501-1000,PTM683,PTM683,tlf5,P1511398
PTM501-1000,PTM683,PTM683,tlr,P1511391
PTM501-1000,PTM684,PTM684,f57,P1511398
PTM501-1000,PTM684,PTM684,f57,P1511409
PTM501-1000,PTM684,PTM684,f57,P1511451
PTM501-1000,PTM684,PTM684,f57,P1511451
PTM501-1000,PTM684,PTM684,gwsfn,P1409319
PTM501-1000,PTM684,PTM684,gwsrx,P1511398
PTM501-1000,PTM684,PTM684,gwsrx,P1511451
PTM501-1000,PTM684,PTM684,gwsrx,P1511451
PTM501-1000,PTM684,PTM684,gwsrx,P1511460
PTM501-1000,PTM684,PTM684,psbaf,P1309100
PTM501-1000,PTM684,PTM684,psbar2,P1309100
PTM501-1000,PTM684,PTM684,rbclrevnew,P1511398
PTM501-1000,PTM684,PTM684,tlf5,P1511398
PTM501-1000,PTM684,PTM684,tlr,P1511391
PTM501-1000,PTM684,PTM684,tlr,P1511451
PTM501-1000,PTM684,PTM684,tlr,P1511451
PTM501-1000,PTM685,PTM685,gwsfn,P1409319
PTM501-1000,PTM685,PTM685,psbaf,P1309100
PTM501-1000,PTM685,PTM685,psbar2,P1309100
PTM501-1000,PTM686,PTM686,gwsfn,P1409319
PTM501-1000,PTM686,PTM686,psbaf,P1309100
PTM501-1000,PTM686,PTM686,psbar2,P1309100
PTM501-1000,PTM687,PTM687,gwsfn,P1409319
PTM501-1000,PTM687,PTM687,psbaf,P1309100
PTM501-1000,PTM687,PTM687,psbar2,P1309100
PTM501-1000,PTM688 (1),PTM688,gwsfn,P1511749
PTM501-1000,PTM688 (1),PTM688,gwsrx,P1511749
PTM501-1000,PTM688,PTM688,gwsfn,P1409319
PTM501-1000,PTM688,PTM688,gwsfn,P1511749
PTM501-1000,PTM688,PTM688,gwsrx,P1511749
PTM501-1000,PTM688,PTM688,psbaf,P1309100
PTM501-1000,PTM688,PTM688,psbar2,P1309100
PTM501-1000,PTM689 (1),PTM689,gwsfn,P1511749
PTM501-1000,PTM689 (1),PTM689,gwsrx,P1511749
PTM501-1000,PTM689,PTM689,gwsfn,P1409319
PTM501-1000,PTM689,PTM689,psbaf,P1309100
PTM501-1000,PTM689,PTM689,psbar2,P1309100
PTM501-1000,PTM690,PTM690,gwsfn,P1409319
PTM501-1000,PTM690,PTM690,psbaf,P1309100
PTM501-1000,PTM690,PTM690,psbar2,P1309100
PTM501-1000,PTM692,PTM692,gwsfn,P1409947
PTM501-1000,PTM692,PTM692,psbaf,P1409795
PTM501-1000,PTM693,PTM693,gwsfn,P1409947
PTM501-1000,PTM693,PTM693,psbaf,P1409655
PTM501-1000,PTM694,PTM694,gwsfn,P1409947
PTM501-1000,PTM694,PTM694,psbaf,P1409655
PTM501-1000,PTM694,PTM694,psbar2,P1410750
PTM501-1000,PTM695,PTM695,gwsfn,P1409947
PTM501-1000,PTM695,PTM695,psbaf,P1409655
PTM501-1000,PTM696,PTM696,psbaf,P1409655
PTM501-1000,PTM697,PTM697,gwsfn,P1409947
PTM501-1000,PTM697,PTM697,psbaf,P1409655
PTM501-1000,PTM697,PTM697,psbaf,P1409795
PTM501-1000,PTM697,PTM697,psbar2,P1410750
PTM501-1000,PTM698,PTM698,gwsfn,P1409947
PTM501-1000,PTM698,PTM698,psbaf,P1409655
PTM501-1000,PTM698,PTM698,psbaf,P1409795
PTM501-1000,PTM699,PTM699,gwsfn,P1409947
PTM501-1000,PTM699,PTM699,psbaf,P1409795
PTM501-1000,PTM700,PTM700,gwsfn,P1409947
PTM501-1000,PTM700,PTM700,psbaf,P1409655
PTM501-1000,PTM701,PTM701,psbaf,P1409655
PTM501-1000,PTM702a,PTM702a,psbaf,P1409655
PTM501-1000,PTM702b,PTM702b,psbaf,P1409655
PTM501-1000,PTM703,PTM703,psbaf,P1409655
PTM501-1000,PTM703,PTM703,psbar2,P1410750
PTM501-1000,PTM704,PTM704,psbaf,P1409655
PTM501-1000,PTM704,PTM704,psbaf,P1409795
PTM501-1000,PTM704,PTM704,psbar2,P1410750
PTM501-1000,PTM705,PTM705,psbaf,P1409655
PTM501-1000,PTM705,PTM705,psbar2,P1410750
PTM501-1000,PTM706,PTM706,psbaf,P1409655
PTM501-1000,PTM706,PTM706,psbar2,P1410750
PTM501-1000,PTM707,PTM707,psbaf,P1409655
PTM501-1000,PTM708,PTM708,gwsfn,P1409947
PTM501-1000,PTM708,PTM708,psbaf,P1409655
PTM501-1000,PTM708,PTM708,psbar2,P1410750
PTM501-1000,PTM709,PTM709,gwsfn,P1409947
PTM501-1000,PTM709,PTM709,psbaf,P1409655
PTM501-1000,PTM710,PTM710,gwsfn,P1409947
PTM501-1000,PTM710,PTM710,psbaf,P1409655
PTM501-1000,PTM710,PTM710,psbar2,P1410750
PTM501-1000,PTM711,PTM711,gwsfn,P1409947
PTM501-1000,PTM711,PTM711,psbaf,P1409795
PTM501-1000,PTM712,PTM712,gwsfn,P1409947
PTM501-1000,PTM712,PTM712,psbaf,P1409655
PTM501-1000,PTM713,PTM713,gwsfn,P1409947
PTM501-1000,PTM713,PTM713,psbaf,P1409655
PTM501-1000,PTM714,PTM714,psbaf,P1409655
PTM501-1000,PTM715,PTM715,psbaf,P1409655
PTM501-1000,PTM716,PTM716,f57,P1511398
PTM501-1000,PTM716,PTM716,gwsfn,P1511398
PTM501-1000,PTM716,PTM716,psbaf,P1409655
PTM501-1000,PTM716,PTM716,psbaf,P1409795
PTM501-1000,PTM716,PTM716,psbar2,P1409947
PTM501-1000,PTM716,PTM716,rbclrevnew,P1511398
PTM501-1000,PTM716,PTM716,tlf5,P1511398
PTM501-1000,PTM716,PTM716,tlf5,P1511409
PTM501-1000,PTM716,PTM716,tlf5,P1511448
PTM501-1000,PTM716,PTM716,tlr,P1511391
PTM501-1000,PTM717,PTM717,gwsfn,P1409947
PTM501-1000,PTM717,PTM717,psbaf,P1409655
PTM501-1000,PTM717,PTM717,psbaf,P1409795
PTM501-1000,PTM718,PTM718,psbaf,P1409655
PTM501-1000,PTM718,PTM718,psbar2,P1409947
PTM501-1000,PTM719,PTM719,f57,P1511398
PTM501-1000,PTM719,PTM719,f57,P1511409
PTM501-1000,PTM719,PTM719,f57,P1511451
PTM501-1000,PTM719,PTM719,f57,P1511451
PTM501-1000,PTM719,PTM719,f57,P1511460
PTM501-1000,PTM719,PTM719,gwsfn,P1511398
PTM501-1000,PTM719,PTM719,gwsrx,P1511451
